Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Bldg ID,Bldg Name,Address,Ownership,Room Number,Sq Ft,Room Function,Shared with other schools?,Inside v outside,Space used for any other purpose beside PE
Manhattan,2,2,02M420,High School for Health Professions and Human Services,High school,M475,HEALTH PROFESSIONS HS (OL STY) - M,345 EAST 15TH STREET,DOE Owned,GYM,9400,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M422,Quest to Learn,Secondary School,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,DOE Owned,GYME,7260,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M422,Quest to Learn,Secondary School,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,DOE Owned,GYMW,5940,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M425,Leadership and Public Service High School,High school,M894,HS FOR LEADERSHIP & PUBLIC SER - M,90 TRINITY PLACE,TAX LEVY LEASE,GYM_B,2173,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,1014/18,5402,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,908-910,6956,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,912,2774,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,914,2380,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M432,Murray Hill Academy,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,1014/18,5402,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M432,Murray Hill Academy,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,908-910,6956,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M432,Murray Hill Academy,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,912,2774,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M432,Murray Hill Academy,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,914,2380,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,DOE Owned,606,1420,AUXILIARY EXERCISE ROOM,false,Inside,false
Manhattan,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,DOE Owned,608,594,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,DOE Owned,GYME,7260,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,DOE Owned,GYMW,5940,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M438,International High School at Union Square,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,1046,3800,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M438,International High School at Union Square,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,804,1320,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M438,International High School at Union Square,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,826,3060,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M438,International High School at Union Square,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,B. GYM,598,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M438,International High School at Union Square,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,OUTDOOR YARD 1,1500,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M439,Manhattan Village Academy,High school,M873,MANHATTAN VILLAGE ACADEMY - M,43 WEST 22 STREET,TAX LEVY LEASE,215,195,MULTI-PURPOSE CLASSROOM,false,Inside,true
Manhattan,2,2,02M439,Manhattan Village Academy,High school,M873,MANHATTAN VILLAGE ACADEMY - M,43 WEST 22 STREET,TAX LEVY LEASE,215,195,MULTI-PURPOSE CLASSROOM,false,Inside,true
Manhattan,2,2,02M442,"Ballet Tech, NYC Public School for Dance",K-8,M905,BALLET TECH/PUB. SCL FOR DANCE - M,890 BROADWAY,TAX LEVY LEASE,7-1,2322,DANCE ROOM,false,Inside,false
Manhattan,2,2,02M442,"Ballet Tech, NYC Public School for Dance",K-8,M905,BALLET TECH/PUB. SCL FOR DANCE - M,890 BROADWAY,TAX LEVY LEASE,7-2,2580,DANCE ROOM,false,Inside,false
Manhattan,2,2,02M449,Vanguard High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,2FL GYM,7740,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M449,Vanguard High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,3FL GYM,7740,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M449,Vanguard High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,BALCGYM,900,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M449,Vanguard High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,POOL,5135,SWIMMING POOL,false,Inside,false
Manhattan,2,2,02M459,Manhattan International High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,2FL GYM,7740,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M459,Manhattan International High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,3FL GYM,7740,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M459,Manhattan International High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,505,836,DANCE ROOM,false,Inside,false
Manhattan,2,2,02M459,Manhattan International High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,BALCGYM,900,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M473,Washington Irving Yabc,High school,M600,FASHION INDUSTRIES VOC HS - M,225 WEST 24 STREET,DOE Owned,1001,2028,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M475,Stuyvesant High School,High school,M477,STUYVESANT HS (NEW) - MANHATTAN,345 CHAMBERS STREET,DOE Owned,1007,836,MULTI-PURPOSE CLASSROOM,false,Inside,true
Manhattan,2,2,02M475,Stuyvesant High School,High school,M477,STUYVESANT HS (NEW) - MANHATTAN,345 CHAMBERS STREET,DOE Owned,180,6764,SWIMMING POOL,false,Inside,false
Manhattan,2,2,02M475,Stuyvesant High School,High school,M477,STUYVESANT HS (NEW) - MANHATTAN,345 CHAMBERS STREET,DOE Owned,G382,2704,DANCE ROOM,false,Inside,false
Manhattan,2,2,02M475,Stuyvesant High School,High school,M477,STUYVESANT HS (NEW) - MANHATTAN,345 CHAMBERS STREET,DOE Owned,G580,900,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M475,Stuyvesant High School,High school,M477,STUYVESANT HS (NEW) - MANHATTAN,345 CHAMBERS STREET,DOE Owned,G680,5760,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M475,Stuyvesant High School,High school,M477,STUYVESANT HS (NEW) - MANHATTAN,345 CHAMBERS STREET,DOE Owned,G680,5760,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M475,Stuyvesant High School,High school,M477,STUYVESANT HS (NEW) - MANHATTAN,345 CHAMBERS STREET,DOE Owned,G680,5760,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M475,Stuyvesant High School,High school,M477,STUYVESANT HS (NEW) - MANHATTAN,345 CHAMBERS STREET,DOE Owned,G682,1872,DANCE ROOM,false,Inside,false
Manhattan,2,2,02M489,High School of Economics and Finance,High school,M833,HS FOR ECONOMICS & FINANCE - M,100 TRINITY PLACE,TAX LEVY LEASE,GYM,2475,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M489,High School of Economics and Finance,High school,M833,HS FOR ECONOMICS & FINANCE - M,100 TRINITY PLACE,TAX LEVY LEASE,GYM,2475,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M500,Unity Center for Urban Technologies,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,1014/18,5402,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M500,Unity Center for Urban Technologies,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,908-910,6956,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M500,Unity Center for Urban Technologies,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,912,2774,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M500,Unity Center for Urban Technologies,High school,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,DOE Owned,914,2380,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M507,Urban Assembly Gateway School for Technology,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,439 WEST 49TH STREET,DOE Owned,644,640,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M507,Urban Assembly Gateway School for Technology,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,439 WEST 49TH STREET,DOE Owned,B18,6016,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M507,Urban Assembly Gateway School for Technology,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,439 WEST 49TH STREET,DOE Owned,OUTDOOR YARD 1,26400,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M519,Talent Unlimited High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,268,875,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M519,Talent Unlimited High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,268,875,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M519,Talent Unlimited High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,268,875,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M519,Talent Unlimited High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,2FL GYM,7740,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M519,Talent Unlimited High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,BALCGYM,900,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M520,Murry Bergtraum High School for Business Careers,High school,M520,MURRY BERGTRAUM HS (ECF) - M,411 PEARL STREET,DOE Owned,250,6882,GYM/AUD/CAFETERIA,true,Inside,true
Manhattan,2,2,02M520,Murry Bergtraum High School for Business Careers,High school,M520,MURRY BERGTRAUM HS (ECF) - M,411 PEARL STREET,DOE Owned,GYM #1,5106,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M520,Murry Bergtraum High School for Business Careers,High school,M520,MURRY BERGTRAUM HS (ECF) - M,411 PEARL STREET,DOE Owned,GYM #2,11840,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION - MANHATTAN,323 EAST 91 STREET,TAX LEVY LEASE,501,688,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Manhattan,2,2,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION - MANHATTAN,323 EAST 91 STREET,TAX LEVY LEASE,501,688,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Manhattan,2,2,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - East Side School for Social Action,323 EAST 91 STREET,TAX LEVY LEASE,OUTDOOR YARD 1,1845,OUTDOOR YARD,false,Outside,false
Manhattan,2,2,02M529,Jacqueline Kennedy Onassis High School,High school,M486,J. K. ONASSIS HS FOR INT CAREERS-M,120 WEST 46 STREET,DOE Owned,207,1696,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M531,Repertory Company High School for Theatre Arts,High school,M896,NYC PUBLIC SCHOOL REPERTORY CO - M,123 WEST 43 STREET,TAX LEVY LEASE,307,928,DANCE ROOM,false,Inside,false
Manhattan,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,1046,3800,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,804,1320,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,826,3060,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,B. GYM,598,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,OUTDOOR YARD 1,1500,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M534,Harvest Collegiate High School,High school,M883,LEGACY HS FOR INTEGR. STUDIES - M,34 WEST 14 STREET,TAX LEVY LEASE,431,1596,DANCE ROOM,false,Inside,false
Manhattan,2,2,02M534,Harvest Collegiate High School,High school,M883,LEGACY HS FOR INTEGR. STUDIES - M,34 WEST 14 STREET,TAX LEVY LEASE,431,1596,DANCE ROOM,false,Inside,false
Manhattan,2,2,02M534,Harvest Collegiate High School,High school,M883,LEGACY HS FOR INTEGR. STUDIES - M,34 WEST 14 STREET,TAX LEVY LEASE,433,960,MULTI-PURPOSE CLASSROOM,false,Inside,true
Manhattan,2,2,02M534,Harvest Collegiate High School,High school,M883,LEGACY HS FOR INTEGR. STUDIES - M,34 WEST 14 STREET,TAX LEVY LEASE,433,960,MULTI-PURPOSE CLASSROOM,false,Inside,true
Manhattan,2,2,02M542,Manhattan Bridges High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,525 WEST 50TH STREET,DOE Owned,375-D,660,MULTI-PURPOSE CLASSROOM,false,Inside,true
Manhattan,2,2,02M542,Manhattan Bridges High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,525 WEST 50TH STREET,DOE Owned,569-GYM,4756,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M542,Manhattan Bridges High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,525 WEST 50TH STREET,DOE Owned,580-GYM,9804,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M542,Manhattan Bridges High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,525 WEST 50TH STREET,DOE Owned,OUTDOOR YARD 1,14370,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M543,New Design High School,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,B24,667,MULTI-PURPOSE ROOM,false,Inside,true
Manhattan,2,2,02M543,New Design High School,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,B24,667,MULTI-PURPOSE ROOM,false,Inside,true
Manhattan,2,2,02M543,New Design High School,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,GYM1,4620,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M543,New Design High School,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,GYM2,4620,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M543,New Design High School,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,OUTDOOR YARD 1,100800,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M543,New Design High School,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,OUTDOOR YARD 2,64116,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M544,Independence High School,High school,M834,HS FOR ENVIRONMENTAL STUDIES - M,850 10TH AVENUE,TAX LEVY LEASE,3062,10400,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M545,High School for Dual Language and Asian Studies,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,GYM1,4620,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M545,High School for Dual Language and Asian Studies,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,GYM2,4620,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M545,High School for Dual Language and Asian Studies,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,OUTDOOR YARD 1,100800,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M545,High School for Dual Language and Asian Studies,High school,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,DOE Owned,OUTDOOR YARD 2,64116,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M546,Academy for Software Engineering,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,1046,3800,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M546,Academy for Software Engineering,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,804,1320,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M546,Academy for Software Engineering,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,826,3060,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M546,Academy for Software Engineering,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,B. GYM,598,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M546,Academy for Software Engineering,High school,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,DOE Owned,OUTDOOR YARD 1,1500,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M550,Liberty High School Academy for Newcomers,High school,M451,LIBERTY HS - MANHATTAN,250 WEST 18 STREET,DOE Owned,210,1024,AUXILIARY EXERCISE ROOM,false,Inside,false
Manhattan,2,2,02M551,Urban Assembly New York Harbor School,High school,M877,NEW YORK HARBOR SCHOOL - MANHATTAN,"10 SOUTH STREET, SLIP 7",TAX LEVY LEASE,218,1225,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M551,Urban Assembly New York Harbor School,High school,M877,NEW YORK HARBOR SCHOOL - MANHATTAN,"10 SOUTH STREET, SLIP 7",TAX LEVY LEASE,OUTDOOR YARD 1,6000,OUTDOOR YARD,false,Outside,false
Manhattan,2,2,02M560,High School M560 - City As School,High school,M641,CITY AS SCHOOL (OLD 95) - M,16 CLARKSON STREET,DOE Owned,505,594,AUXILIARY EXERCISE ROOM,false,Inside,false
Manhattan,2,2,02M560,High School M560 - City As School,High school,M641,CITY AS SCHOOL (OLD 95) - M,16 CLARKSON STREET,DOE Owned,GYM,2257,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M560,High School M560 - City As School,High school,M641,CITY-AS-SCHOOL(OLD 95) - MANHATTAN,16 CLARKSON STREET,DOE Owned,OUTDOOR YARD 1,4000,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M560,High School M560 - City As School,High school,M641,CITY-AS-SCHOOL(OLD 95) - MANHATTAN,16 CLARKSON STREET,DOE Owned,OUTDOOR YARD 2,7600,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M565,Urban Academy Laboratory High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,2FL GYM,7740,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M565,Urban Academy Laboratory High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,3FL GYM,7740,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M565,Urban Academy Laboratory High School,High school,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,DOE Owned,BALCGYM,900,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M570,Satellite Academy High School,High school,M920,SATELLITE ACADEMY - MANHATTAN,120 WEST 30 STREET,TAX LEVY LEASE,306,440,AUXILIARY EXERCISE ROOM,false,Inside,false
Manhattan,2,2,02M570,Satellite Academy High School,High school,M920,SATELLITE ACADEMY - MANHATTAN,120 WEST 30 STREET,TAX LEVY LEASE,307,480,AUXILIARY EXERCISE ROOM,false,Inside,false
Manhattan,2,2,02M570,Satellite Academy High School,High school,M920,SATELLITE ACADEMY - MANHATTAN,120 WEST 30 STREET,TAX LEVY LEASE,308,176,AUXILIARY EXERCISE ROOM,false,Inside,false
Manhattan,2,2,02M575,Manhattan Comprehensive Night and Day High School,High school,M661,MNHT COMP NIGHT&DAY (OL BACN X)-M,240 2 AVENUE,DOE Owned,406,2604,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M575,Manhattan Comprehensive Night and Day High School,High school,M661,MNHT COMP NIGHT&DAY (OL BACN X)-M,240 2 AVENUE,DOE Owned,TRACKS,1426,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M580,Richard R. Green High School of Teaching,High school,M282,BROADWAY EDUCATION CAMPUS - MANHATTAN,7 BEAVER STREET,TAX LEVY LEASE,150,3168,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M580,Richard R. Green High School of Teaching,High school,M282,BROADWAY EDUCATION CAMPUS - MANHATTAN,7 BEAVER STREET,TAX LEVY LEASE,150A,1350,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M586,Harvey Milk High School,High school,M807,HARVEY MILK SCHOOL - MANHATTAN,2-10 ASTOR PLACE,TAX LEVY LEASE,335,1224,MULTI-PURPOSE ROOM,false,Inside,true
Manhattan,2,2,02M600,The High School of Fashion Industries,High school,M600,FASHION INDUSTRIES VOC HS - M,225 WEST 24 STREET,DOE Owned,1001,2028,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M600,The High School of Fashion Industries,High school,M600,FASHION INDUSTRIES VOC HS - M,225 WEST 24 STREET,DOE Owned,301,5824,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M600,The High School of Fashion Industries,High school,M600,FASHION INDUSTRIES VOC HS - M,225 WEST 24 STREET,DOE Owned,301,5824,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M600,The High School of Fashion Industries,High school,M600,FASHION INDUSTRIES VOC HS - M,225 WEST 24 STREET,DOE Owned,829,1599,MULTI-PURPOSE CLASSROOM,false,Inside,true
Manhattan,2,2,02M605,Humanities Preparatory Academy,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,DOE Owned,618,777,DANCE ROOM,false,Inside,false
Manhattan,2,2,02M605,Humanities Preparatory Academy,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,DOE Owned,GYME,7260,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M605,Humanities Preparatory Academy,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,DOE Owned,GYMW,5940,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M615,Chelsea Career and Technical Education High School,High school,M615,CHELSEA VOC HS - MANHATTAN,131 AVENUE OF THE AMERICAS,DOE Owned,102,1081,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M615,Chelsea Career and Technical Education High School,High school,M615,CHELSEA VOC HS - MANHATTAN,131 AVENUE OF THE AMERICAS,DOE Owned,GYM,2072,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Manhattan,2,2,02M615,Chelsea Career and Technical Education High School,High school,M615,CHELSEA VOC HS - MANHATTAN,131 AVENUE OF THE AMERICAS,DOE Owned,GYM,2072,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Manhattan,2,2,02M630,Art and Design High School,High school,M488,MIDTOWN EAST CAMPUS - MANHATTAN,231-249 EAST 56 STREET,DOE Owned,426,1980,WEIGHT ROOM,false,Inside,false
Bronx,9,9,09X073,P.S. 073 Bronx,Elementary,X073,P.S. 73 - BRONX,1020 ANDERSON AVENUE,DOE Owned,3GYM,4505,GYMNASIUM,false,Inside,false
Manhattan,2,2,02M630,Art and Design High School,High school,M488,MIDTOWN EAST CAMPUS - MANHATTAN,231-249 EAST 56 STREET,DOE Owned,426,1980,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M630,Art and Design High School,High school,M488,MIDTOWN EAST CAMPUS - MANHATTAN,231-249 EAST 56 STREET,DOE Owned,502,3280,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M630,Art and Design High School,High school,M488,MIDTOWN EAST CAMPUS - MANHATTAN,231-249 EAST 56 STREET,DOE Owned,L223,2793,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M630,Art and Design High School,High school,M488,MIDTOWN EAST CAMPUS - MANHATTAN,231-249 EAST 56 STREET,DOE Owned,OUTDOOR YARD 1,6675,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M630,Art and Design High School,High school,M488,MIDTOWN EAST CAMPUS - MANHATTAN,231-249 EAST 56 STREET,DOE Owned,OUTDOOR YARD 2,4757,OUTDOOR YARD,true,Outside,false
Manhattan,2,2,02M655,Life Sciences Secondary School,Secondary School,M645,OLD MANHATTAN VOC/TECH HS - M,320 EAST 96 STREET,DOE Owned,307,780,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M655,Life Sciences Secondary School,Secondary School,M645,OLD MANHATTAN VOC/TECH HS - M,320 EAST 96 STREET,DOE Owned,307,780,WEIGHT ROOM,false,Inside,false
Manhattan,2,2,02M655,Life Sciences Secondary School,Secondary School,M645,OLD MANHATTAN VOC/TECH HS - M,320 EAST 96 STREET,DOE Owned,AUD/GYM,8787,GYM/AUDITORIUM,false,Inside,true
Manhattan,2,2,02M655,Life Sciences Secondary School,Secondary School,M645,OLD MANHATTAN VOC/TECH HS - M,320 EAST 96 STREET,DOE Owned,OUTDOOR YARD 1,4500,OUTDOOR YARD,false,Outside,false
Manhattan,2,2,02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,M282,BROADWAY EDUCATION CAMPUS - MANHATTAN,26 BROADWAY,TAX LEVY LEASE,150,3168,GYMNASIUM,true,Inside,false
Manhattan,2,2,02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,M282,BROADWAY EDUCATION CAMPUS - MANHATTAN,26 BROADWAY,TAX LEVY LEASE,633,1600,MULTI-PURPOSE CLASSROOM,false,Inside,true
