Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Bldg ID,Bldg Name,Address,Ownership,Room Number,Sq Ft,Room Function,Shared with other schools?,Inside v outside,Space used for any other purpose beside PE
Brooklyn,20,20,20K030,P.S./I.S. 30 Mary White Ovington,K-8,K331,P.S./I.S.30 MARY WHITE OVINGTON - BROOKLYN,7002 4TH AVENUE,DOE Owned,OUTDOOR YARD 1,7000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K048,P.S. 048 Mapleton,Elementary,K048,P.S. 48 - BROOKLYN,6015 18 AVENUE,DOE Owned,508,1035,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K048,P.S. 048 Mapleton,Elementary,K048,P.S. 48 - BROOKLYN,6015 18 AVENUE,DOE Owned,OUTDOOR YARD 1,11060,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,K062,I.S. 62 - BROOKLYN,700 CORTELYOU ROAD,DOE Owned,B2,924,DANCE ROOM,false,Inside,false
Brooklyn,20,20,20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,K062,I.S. 62 - BROOKLYN,700 CORTELYOU ROAD,DOE Owned,B2,924,DANCE ROOM,false,Inside,false
Brooklyn,20,20,20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,K062,I.S. 62 - BROOKLYN,700 CORTELYOU ROAD,DOE Owned,GYM,5720,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,K062,I.S. 62 - BROOKLYN,700 CORTELYOU ROAD,DOE Owned,OUTDOOR YARD 1,20570,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,K062,I.S. 62 - BROOKLYN,700 CORTELYOU ROAD,DOE Owned,OUTDOOR YARD 2,14847,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K069,P.S. 69 Vincent D. Grippo School,Elementary,K069,P.S. 69 - BROOKLYN,6302 9TH AVENUE,DOE Owned,312,2808,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K069,P.S. 69 Vincent D. Grippo School,Elementary,K069,P.S. 69 - BROOKLYN,6302 9TH AVENUE,DOE Owned,OUTDOOR YARD 1,729,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K069,P.S. 69 Vincent D. Grippo School,Elementary,K069,P.S. 69 - BROOKLYN,6302 9TH AVENUE,DOE Owned,OUTDOOR YARD 2,168,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K102,P.S. 102 The Bayview,Elementary,K102,P.S. 102 - BROOKLYN,211 72 STREET,DOE Owned,GYM,4988,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K102,P.S. 102 The Bayview,Elementary,K102,P.S. 102 - BROOKLYN,211 72 STREET,DOE Owned,OUTDOOR YARD 1,45000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K102,P.S. 102 The Bayview,Elementary,K102,P.S. 102 - BROOKLYN,211 72 STREET,DOE Owned,OUTDOOR YARD 2,8100,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,K104,P.S. 104 - BROOKLYN,9115 5 AVENUE,DOE Owned,GYM.,2970,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,K104,P.S. 104 - BROOKLYN,9115 5 AVENUE,DOE Owned,OUTDOOR YARD 1,18000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,K104,P.S. 104 - BROOKLYN,9115 5 AVENUE,DOE Owned,OUTDOOR YARD 2,6400,OUTDOOR YARD,true,Outside,false
Brooklyn,20,20,20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,K104,P.S. 104 - BROOKLYN,9115 5 AVENUE,DOE Owned,OUTDOOR YARD 3,6400,OUTDOOR YARD,true,Outside,false
Brooklyn,20,20,20K105,P.S. 105 The Blythebourne,Elementary,K105,P.S. 105 - BROOKLYN,1031 59 STREET,DOE Owned,GYM 5TH,2968,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K105,P.S. 105 The Blythebourne,Elementary,K105,P.S. 105 - BROOKLYN,1031 59 STREET,DOE Owned,GYM 5TH,2968,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K105,P.S. 105 The Blythebourne,Elementary,K105,P.S. 105 - BROOKLYN,1031 59 STREET,DOE Owned,OUTDOOR YARD 1,24600,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K105,P.S. 105 The Blythebourne,Elementary,K105,P.S. 105 - BROOKLYN,1031 59 STREET,DOE Owned,OUTDOOR YARD 2,8288,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K105,P.S. 105 The Blythebourne,Elementary,K105,P.S. 105 - BROOKLYN,1031 59 STREET,DOE Owned,OUTDOOR YARD 3,7738.5,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K112,P.S. 112 Lefferts Park,Elementary,K112,P.S. 112 - BROOKLYN,7115 15 AVENUE,DOE Owned,206,624,ADAPTIVE PHYSICAL EDUCATION,false,Inside,false
Brooklyn,20,20,20K112,P.S. 112 Lefferts Park,Elementary,K112,P.S. 112 - BROOKLYN,7115 15 AVENUE,DOE Owned,206,624,ADAPTIVE PHYSICAL EDUCATION,false,Inside,false
Brooklyn,20,20,20K112,P.S. 112 Lefferts Park,Elementary,K112,P.S. 112 - BROOKLYN,7115 15 AVENUE,DOE Owned,OUTDOOR YARD 1,11310,OUTDOOR YARD,true,Outside,false
Brooklyn,20,20,20K112,P.S. 112 Lefferts Park,Elementary,K112,P.S. 112 - BROOKLYN,7115 15 AVENUE,DOE Owned,OUTDOOR YARD 2,11310,OUTDOOR YARD,true,Outside,false
Brooklyn,20,20,20K127,P.S. 127 Mckinley Park,Elementary,K127,P.S. 127 - BROOKLYN,7805 7 AVENUE,DOE Owned,303,1539,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K127,P.S. 127 Mckinley Park,Elementary,K127,P.S. 127 - BROOKLYN,7805 7 AVENUE,DOE Owned,OUTDOOR YARD 1,25000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K160,P.S. 160 William T. Sampson,Elementary,K160,P.S. 160 - BROOKLYN,5105 Fort Hamilton Parkway,DOE Owned,OUTDOOR YARD 1,9500,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K160,P.S. 160 William T. Sampson,Elementary,K160,P.S. 160 - BROOKLYN,5105 Fort Hamilton Parkway,DOE Owned,OUTDOOR YARD 2,2000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K160,P.S. 160 William T. Sampson,Elementary,K160,P.S. 160 - BROOKLYN,5105 Fort Hamilton Parkway,DOE Owned,OUTDOOR YARD 3,1000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K160,P.S. 160 William T. Sampson,Elementary,K160,P.S. 160 - BROOKLYN,5105 Fort Hamilton Parkway,DOE Owned,OUTDOOR YARD 4,4324,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K160,P.S. 160 William T. Sampson,Elementary,K160,P.S. 160 - BROOKLYN,5105 Fort Hamilton Parkway,DOE Owned,OUTDOOR YARD 5,7700,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K163,P.S. 163 Bath Beach,K-8,K807,P.S./ I.S. 163 - BROOKLYN,109 BAY 14TH STREET,DOE Owned,302,897,DANCE ROOM,false,Inside,false
Brooklyn,20,20,20K163,P.S. 163 Bath Beach,K-8,K807,P.S./ I.S. 163 - BROOKLYN,109 BAY 14TH STREET,DOE Owned,402,700,MULTI-PURPOSE CLASSROOM,false,Inside,true
Brooklyn,20,20,20K163,P.S. 163 Bath Beach,K-8,K807,P.S./ I.S. 163 - BROOKLYN,109 BAY 14TH STREET,DOE Owned,402,700,MULTI-PURPOSE CLASSROOM,false,Inside,true
Brooklyn,20,20,20K163,P.S. 163 Bath Beach,K-8,K807,P.S./ I.S. 163 - BROOKLYN,109 BAY 14TH STREET,DOE Owned,OUTDOOR YARD 1,7600,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K164,P.S. 164 Caesar Rodney,Elementary,K164,P.S. 164 - BROOKLYN,4211 14 AVENUE,DOE Owned,MULTI,2108,MULTI-PURPOSE ROOM,false,Inside,true
Brooklyn,20,20,20K164,P.S. 164 Caesar Rodney,Elementary,K164,P.S. 164 - BROOKLYN,4211 14 AVENUE,DOE Owned,OUTDOOR YARD 1,19688,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K170,Ralph A. Fabrizio School,Elementary,K170,P.S. 170 - BROOKLYN,619 72ND STREET,DOE Owned,571A,3360,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K170,Ralph A. Fabrizio School,Elementary,K170,P.S. 170 - BROOKLYN,619 72ND STREET,DOE Owned,OUTDOOR YARD 1,3976,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K170,Ralph A. Fabrizio School,Elementary,K170,P.S. 170 - BROOKLYN,619 72ND STREET,DOE Owned,OUTDOOR YARD 2,3033,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K176,P.S. 176 Ovington,Elementary,K176,P.S. 176 - BROOKLYN,1225 69 STREET,DOE Owned,MP 12AV,1768,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K176,P.S. 176 Ovington,Elementary,K176,P.S. 176 - BROOKLYN,1225 69 STREET,DOE Owned,MP 13AV,1504,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K176,P.S. 176 Ovington,Elementary,K176,P.S. 176 - BROOKLYN,1225 69 STREET,DOE Owned,OUTDOOR YARD 1,15728,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K176,P.S. 176 Ovington,Elementary,K176,P.S. 176 - BROOKLYN,1225 69 STREET,DOE Owned,OUTDOOR YARD 2,8263,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K179,P.S. 179 Kensington,Elementary,K179,P.S. 179 - BROOKLYN,202 AVENUE C,DOE Owned,104,2795,GYM/CAFETERIA,false,Inside,true
Brooklyn,20,20,20K179,P.S. 179 Kensington,Elementary,K179,P.S. 179 - BROOKLYN,202 AVENUE C,DOE Owned,106,2296,GYM/CAFETERIA,false,Inside,true
Brooklyn,20,20,20K179,P.S. 179 Kensington,Elementary,K179,P.S. 179 - BROOKLYN,202 AVENUE C,DOE Owned,OUTDOOR YARD 1,16646,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K180,The SEEALL Academy,K-8,K180,P.S. 180 - BROOKLYN,5601 16 AVENUE,DOE Owned,GYM,4368,GYMNASIUM,true,Inside,false
Brooklyn,20,20,20K180,The SEEALL Academy,K-8,K180,P.S. 180 - BROOKLYN,5601 16 AVENUE,DOE Owned,GYM-5TH,2912,GYMNASIUM,true,Inside,false
Brooklyn,20,20,20K180,The SEEALL Academy,K-8,K180,P.S. 180 - BROOKLYN,5601 16 AVENUE,DOE Owned,OUTDOOR YARD 1,16200,OUTDOOR YARD,true,Outside,false
Brooklyn,20,20,20K185,P.S. 185 Walter Kassenbrock,Elementary,K185,P.S. 185 - BROOKLYN,8601 RIDGE BOULEVARD,DOE Owned,GYM,1134,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K185,P.S. 185 Walter Kassenbrock,Elementary,K185,P.S. 185 - BROOKLYN,8601 RIDGE BOULEVARD,DOE Owned,OUTDOOR YARD 1,2984,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K185,P.S. 185 Walter Kassenbrock,Elementary,K185,P.S. 185 - BROOKLYN,8601 RIDGE BOULEVARD,DOE Owned,OUTDOOR YARD 2,2006,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K185,P.S. 185 Walter Kassenbrock,Elementary,K185,P.S. 185 - BROOKLYN,8601 RIDGE BOULEVARD,DOE Owned,OUTDOOR YARD 3,2494,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K185,P.S. 185 Walter Kassenbrock,Elementary,K185,P.S. 185 - BROOKLYN,8601 RIDGE BOULEVARD,DOE Owned,OUTDOOR YARD 4,767,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K185,P.S. 185 Walter Kassenbrock,Elementary,K185,P.S. 185 - BROOKLYN,8601 RIDGE BOULEVARD,DOE Owned,OUTDOOR YARD 5,10926,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,K186,P.S. 186 - BROOKLYN,7601 19 AVENUE,DOE Owned,76  GYM,1288,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,K186,P.S. 186 - BROOKLYN,7601 19 AVENUE,DOE Owned,GYM1,1232,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,K186,P.S. 186 - BROOKLYN,7601 19 AVENUE,DOE Owned,GYM1,1232,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,K186,P.S. 186 - BROOKLYN,7601 19 AVENUE,DOE Owned,OUTDOOR YARD 1,54000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K187,The Christa McAuliffe School\I.S. 187,Junior High-Intermediate-Middle,K486,I.S. 187 - BROOKLYN,1171 65 STREET,DOE Owned,GYMA,1100,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K187,The Christa McAuliffe School\I.S. 187,Junior High-Intermediate-Middle,K486,I.S. 187 - BROOKLYN,1171 65 STREET,DOE Owned,GYMA,1100,GYMNASIUM,false,Inside,false
Brooklyn,21,21,21K096,I.S. 096 Seth Low,Junior High-Intermediate-Middle,K096,I.S. 96 - BROOKLYN,99 AVENUE P,DOE Owned,117,638,MULTI-PURPOSE CLASSROOM,false,Inside,true
Brooklyn,20,20,20K187,The Christa McAuliffe School\I.S. 187,Junior High-Intermediate-Middle,K486,I.S. 187 - BROOKLYN,1171 65 STREET,DOE Owned,OUTDOOR YARD 1,39000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry,K-8,K192,P.S. 192 - BROOKLYN,4715 18 AVENUE,DOE Owned,CAF,4158,GYM/CAFETERIA,false,Inside,true
Brooklyn,20,20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry,K-8,K192,P.S. 192 - BROOKLYN,4715 18 AVENUE,DOE Owned,OUTDOOR YARD 1,35000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry,K-8,K192,P.S. 192 - BROOKLYN,4715 18 AVENUE,DOE Owned,PLAYRM2,2475,MULTI-PURPOSE CLASSROOM,false,Inside,true
Brooklyn,20,20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry,K-8,K192,P.S. 192 - BROOKLYN,4715 18 AVENUE,DOE Owned,PLAYRM2,2475,MULTI-PURPOSE CLASSROOM,false,Inside,true
Brooklyn,20,20,20K200,P.S. 200 Benson School,Elementary,K200,P.S. 200 - BROOKLYN,1940 BENSON AVENUE,DOE Owned,GYM.,4234,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K200,P.S. 200 Benson School,Elementary,K200,P.S. 200 - BROOKLYN,1940 BENSON AVENUE,DOE Owned,OUTDOOR YARD 1,7020,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K201,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle,K201,I.S. 201 - BROOKLYN,8010 12 AVENUE,DOE Owned,GYM 3FL,4505,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K201,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle,K201,I.S. 201 - BROOKLYN,8010 12 AVENUE,DOE Owned,GYM 3FL,4505,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K201,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle,K201,I.S. 201 - BROOKLYN,8010 12 AVENUE,DOE Owned,OUTDOOR YARD 1,8616,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K204,P.S. 204 Vince Lombardi,Elementary,K204,P.S. 204 - BROOKLYN,8101 15 AVENUE,DOE Owned,MP,3422,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K204,P.S. 204 Vince Lombardi,Elementary,K204,P.S. 204 - BROOKLYN,8101 15 AVENUE,DOE Owned,MP,3422,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K204,P.S. 204 Vince Lombardi,Elementary,K204,P.S. 204 - BROOKLYN,8101 15 AVENUE,DOE Owned,OUTDOOR YARD 1,40582,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K204,P.S. 204 Vince Lombardi,Elementary,K204,P.S. 204 - BROOKLYN,8101 15 AVENUE,DOE Owned,OUTDOOR YARD 2,5248,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K205,P.S. 205 Clarion,Elementary,K205,P.S. 205 - BROOKLYN,6701 20 AVENUE,DOE Owned,EX8GYM,4558,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K205,P.S. 205 Clarion,Elementary,K205,P.S. 205 - BROOKLYN,6701 20 AVENUE,DOE Owned,EX8GYM,4558,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K205,P.S. 205 Clarion,Elementary,K205,P.S. 205 - BROOKLYN,6701 20 AVENUE,DOE Owned,GYM 5FL,2970,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,K220,I.S. 220 - BROOKLYN,4812 9TH AVENUE,DOE Owned,GYM 5,2968,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,K220,I.S. 220 - BROOKLYN,4812 9TH AVENUE,DOE Owned,GYM 5,2968,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,K220,I.S. 220 - BROOKLYN,4812 9TH AVENUE,DOE Owned,OUTDOOR YARD 1,45000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K223,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle,K223,I.S. 223 - BROOKLYN,4200 16 AVENUE,DOE Owned,300,5307,GYMNASIUM,true,Inside,false
Brooklyn,20,20,20K223,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle,K223,I.S. 223 - BROOKLYN,4200 16 AVENUE,DOE Owned,400-GYM,4988,GYMNASIUM,true,Inside,false
Brooklyn,20,20,20K223,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle,K223,I.S. 223 - BROOKLYN,4200 16 AVENUE,DOE Owned,OUTDOOR YARD 1,30000,OUTDOOR YARD,true,Outside,false
Brooklyn,20,20,20K227,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle,K227,I.S. 227 - BROOKLYN,6500 16 AVENUE,DOE Owned,GYM3FL,5046,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K227,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle,K227,I.S. 227 - BROOKLYN,6500 16 AVENUE,DOE Owned,GYM4FL,5046,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K227,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle,K227,I.S. 227 - BROOKLYN,6500 16 AVENUE,DOE Owned,OUTDOOR YARD 1,45000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K229,P.S. 229 Dyker,K-8,K229,P.S. 229 - BROOKLYN,1400 BENSON AVENUE,DOE Owned,170,5544,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K229,P.S. 229 Dyker,K-8,K229,P.S. 229 - BROOKLYN,1400 BENSON AVENUE,DOE Owned,GYM,4672,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K229,P.S. 229 Dyker,K-8,K229,P.S. 229 - BROOKLYN,1400 BENSON AVENUE,DOE Owned,GYM,4672,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Brooklyn,20,20,20K229,P.S. 229 Dyker,K-8,K229,P.S. 229 - BROOKLYN,1400 BENSON AVENUE,DOE Owned,OUTDOOR YARD 1,16380,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K229,P.S. 229 Dyker,K-8,K229,P.S. 229 - BROOKLYN,1400 BENSON AVENUE,DOE Owned,OUTDOOR YARD 2,6000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K247,P.S. 247 Brooklyn,Elementary,K247,P.S. 247 - BROOKLYN,7000 21 AVENUE,DOE Owned,MULTI,1624,GYM/AUDITORIUM,false,Inside,true
Brooklyn,20,20,20K247,P.S. 247 Brooklyn,Elementary,K247,P.S. 247 - BROOKLYN,7000 21 AVENUE,DOE Owned,OUTDOOR YARD 1,1600,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K247,P.S. 247 Brooklyn,Elementary,K247,P.S. 247 - BROOKLYN,7000 21 AVENUE,DOE Owned,OUTDOOR YARD 2,1395,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K247,P.S. 247 Brooklyn,Elementary,K247,P.S. 247 - BROOKLYN,7000 21 AVENUE,DOE Owned,OUTDOOR YARD 3,2620,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K259,J.H.S. 259 William Mckinley,Junior High-Intermediate-Middle,K259,I.S. 259 - BROOKLYN,7305 FT HAMILTON PARKWAY,DOE Owned,301,4234,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K259,J.H.S. 259 William Mckinley,Junior High-Intermediate-Middle,K259,I.S. 259 - BROOKLYN,7305 FT HAMILTON PARKWAY,DOE Owned,401,4234,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K259,J.H.S. 259 William Mckinley,Junior High-Intermediate-Middle,K259,I.S. 259 - BROOKLYN,7305 FT HAMILTON PARKWAY,DOE Owned,MP1,1886,MULTI-PURPOSE ROOM,false,Inside,true
Brooklyn,20,20,20K259,J.H.S. 259 William Mckinley,Junior High-Intermediate-Middle,K259,I.S. 259 - BROOKLYN,7305 FT HAMILTON PARKWAY,DOE Owned,MP1,1886,MULTI-PURPOSE ROOM,false,Inside,true
Brooklyn,20,20,20K259,J.H.S. 259 William Mckinley,Junior High-Intermediate-Middle,K259,I.S. 259 - BROOKLYN,7305 FT HAMILTON PARKWAY,DOE Owned,OUTDOOR YARD 1,31900,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,K264,PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS - BROOKLYN,371 89th Street,DOE Owned,415,2976,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,K264,PS 264 BAY RIDGE ELEM SCL FOR THE ARTS - BROOKLYN,371 89th Street,DOE Owned,OUTDOOR YARD 1,13000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K310,The School For Future Leaders,Elementary,K310,PS 310 THE SCHOOL FOR FUTURE LEADERS - BROOKLYN,942 62ND STREET,DOE Owned,110,2438,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K310,The School For Future Leaders,Elementary,K310,PS 310 THE SCHOOL FOR FUTURE LEADERS - BROOKLYN,942 62ND STREET,DOE Owned,OUTDOOR YARD 1,4000,OUTDOOR YARD,false,Outside,false
Brooklyn,20,20,20K445,New Utrecht High School,High school,K445,NEW UTRECHT HS - BROOKLYN,1601 80 STREET,DOE Owned,C40,2100,AUXILIARY EXERCISE ROOM,false,Inside,false
Brooklyn,20,20,20K445,New Utrecht High School,High school,K445,NEW UTRECHT HS - BROOKLYN,1601 80 STREET,DOE Owned,G.GYM,6018,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K445,New Utrecht High School,High school,K445,NEW UTRECHT HS - BROOKLYN,1601 80 STREET,DOE Owned,G.GYM,6018,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K445,New Utrecht High School,High school,K445,NEW UTRECHT HS - K,1601 80 STREET,DOE Owned,OUTDOOR YARD 1,10200,OUTDOOR YARD,true,Outside,false
Brooklyn,20,20,20K445,New Utrecht High School,High school,K445,NEW UTRECHT HS - K,1601 80 STREET,DOE Owned,OUTDOOR YARD 2,104000,OUTDOOR YARD,true,Outside,false
Brooklyn,20,20,20K445,New Utrecht High School,High school,K445,NEW UTRECHT HS - BROOKLYN,1601 80 STREET,DOE Owned,WGT RM,4464,WEIGHT ROOM,false,Inside,false
Brooklyn,20,20,20K445,New Utrecht High School,High school,K445,NEW UTRECHT HS - BROOKLYN,1601 80 STREET,DOE Owned,WGT RM,4464,WEIGHT ROOM,false,Inside,false
Brooklyn,20,20,20K485,High School of Telecommunication Arts and Technology,High school,K485,TELECOM. ARTS & TECH. - K,350 67 STREET,DOE Owned,513,760,DANCE ROOM,false,Inside,false
Brooklyn,20,20,20K485,High School of Telecommunication Arts and Technology,High school,K485,TELECOM. ARTS & TECH. - K,350 67 STREET,DOE Owned,513,760,DANCE ROOM,false,Inside,false
Brooklyn,20,20,20K485,High School of Telecommunication Arts and Technology,High school,K485,TELECOM. ARTS & TECH. - K,350 67 STREET,DOE Owned,GYM.,4374,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K490,Fort Hamilton High School,High school,K490,FORT HAMILTON HS - K,8301 SHORE ROAD,DOE Owned,258,840,DANCE ROOM,false,Inside,false
Brooklyn,20,20,20K490,Fort Hamilton High School,High school,K490,FORT HAMILTON HS - K,8301 SHORE ROAD,DOE Owned,B66,2352,WEIGHT ROOM,false,Inside,false
Brooklyn,20,20,20K490,Fort Hamilton High School,High school,K490,FORT HAMILTON HS - K,8301 SHORE ROAD,DOE Owned,GGYM,6175,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K490,Fort Hamilton High School,High school,K490,FORT HAMILTON HS - K,8301 SHORE ROAD,DOE Owned,GGYM,6175,GYMNASIUM,false,Inside,false
Brooklyn,20,20,20K490,Fort Hamilton High School,High school,K490,FORT HAMILTON HS - K,8301 SHORE ROAD,DOE Owned,P1,24300,AUXILIARY EXERCISE ROOM,false,Inside,false
Brooklyn,20,20,20K490,Fort Hamilton High School,High school,K490,FORT HAMILTON HS - K,8301 SHORE ROAD,DOE Owned,POOL,7597,SWIMMING POOL,false,Inside,false
Brooklyn,20,20,20K490,Fort Hamilton High School,High school,K490,FORT HAMILTON HS - K,8301 SHORE ROAD,DOE Owned,POOL,7597,SWIMMING POOL,false,Inside,false
Brooklyn,20,20,20K503,P.S. 503: The School of Discovery,Elementary,K314,P.S. 314 - BROOKLYN,330 59 STREET,DOE Owned,124,255,MULTI-PURPOSE CLASSROOM,false,Inside,true
Brooklyn,20,20,20K503,P.S. 503: The School of Discovery,Elementary,K314,P.S. 314 - BROOKLYN,330 59 STREET,DOE Owned,124,255,MULTI-PURPOSE CLASSROOM,false,Inside,true
Brooklyn,20,20,20K503,P.S. 503: The School of Discovery,Elementary,K314,P.S. 314 - BROOKLYN,330 59 STREET,DOE Owned,B.GYM.,5040,GYMNASIUM,true,Inside,false
