borough,ats code,location_name,grade_level,bldg_id,bldg_name,address,room_nuber,sqft,room_function,shared_with_other_schools,Insidevoutside,space_used,_location,_latitude,_longitude
Manhattan,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,40 DIVISION STREET,104,594,MULTI-PURPOSE ROOM,FALSE,Inside,TRUE,"40 DIVISION STREET, Manhattan, New York, NY, USA",40.714935,-73.995705
Manhattan,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,40 DIVISION STREET,207,2842,GYMNASIUM,FALSE,Inside,FALSE,"40 DIVISION STREET, Manhattan, New York, NY, USA",40.714935,-73.995705
Manhattan,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,40 DIVISION STREET,207,2842,GYMNASIUM,FALSE,Inside,FALSE,"40 DIVISION STREET, Manhattan, New York, NY, USA",40.714935,-73.995705
Manhattan,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,40 DIVISION STREET,212,630,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"40 DIVISION STREET, Manhattan, New York, NY, USA",40.714935,-73.995705
Manhattan,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,40 DIVISION STREET,OUTDOOR YARD 1,11800,OUTDOOR YARD,FALSE,Outside,FALSE,"40 DIVISION STREET, Manhattan, New York, NY, USA",40.714935,-73.995705
Manhattan,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,40 DIVISION STREET,OUTDOOR YARD 2,7500,OUTDOOR YARD,FALSE,Outside,FALSE,"40 DIVISION STREET, Manhattan, New York, NY, USA",40.714935,-73.995705
Manhattan,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,143 BAXTER STREET,308,560,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"143 BAXTER STREET, Manhattan, New York, NY, USA",40.718764,-73.998318
Manhattan,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,143 BAXTER STREET,308,560,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"143 BAXTER STREET, Manhattan, New York, NY, USA",40.718764,-73.998318
Manhattan,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,143 BAXTER STREET,GYM,2950,GYMNASIUM,FALSE,Inside,FALSE,"143 BAXTER STREET, Manhattan, New York, NY, USA",40.718764,-73.998318
Manhattan,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,143 BAXTER STREET,GYM,2950,GYMNASIUM,FALSE,Inside,FALSE,"143 BAXTER STREET, Manhattan, New York, NY, USA",40.718764,-73.998318
Manhattan,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,143 BAXTER STREET,OUTDOOR YARD 1,10000,OUTDOOR YARD,FALSE,Outside,FALSE,"143 BAXTER STREET, Manhattan, New York, NY, USA",40.718764,-73.998318
Manhattan,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,143 BAXTER STREET,OUTDOOR YARD 2,3650,OUTDOOR YARD,FALSE,Outside,FALSE,"143 BAXTER STREET, Manhattan, New York, NY, USA",40.718764,-73.998318
Manhattan,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,143 BAXTER STREET,OUTDOOR YARD 3,2620,OUTDOOR YARD,FALSE,Outside,FALSE,"143 BAXTER STREET, Manhattan, New York, NY, USA",40.718764,-73.998318
Manhattan,02M150,P.S. 150,Elementary,M840,P.S. 150 - MANHATTAN,334 GREENWICH STREET,MULTI,884,MULTI-PURPOSE ROOM,FALSE,Inside,TRUE,"334 GREENWICH STREET, Manhattan, New York, NY, USA",40.718289,-74.01095
Manhattan,02M151,Yorkville Community School,Elementary,M066,RICHARD R GREEN HS OF TEACHING - M,421 EAST 88 STREET,301/302,1218,GYMNASIUM,FALSE,Inside,FALSE,"421 EAST 88 STREET, Manhattan, New York, NY, USA",40.777918,-73.94736
Manhattan,02M151,Yorkville Community School,Elementary,M066,RICHARD R GREEN HS OF TEACHING - M,421 EAST 88 STREET,306,567,DANCE ROOM,FALSE,Inside,FALSE,"421 EAST 88 STREET, Manhattan, New York, NY, USA",40.777918,-73.94736
Manhattan,02M151,Yorkville Community School,Elementary,M066,RICHARD R GREEN HS OF TEACHING - M,421 EAST 88 STREET,OUTDOOR YARD 1,2800,OUTDOOR YARD,FALSE,Outside,FALSE,"421 EAST 88 STREET, Manhattan, New York, NY, USA",40.777918,-73.94736
Manhattan,02M151,Yorkville Community School,Elementary,M066,RICHARD R GREEN HS OF TEACHING - M,421 EAST 88 STREET,OUTDOOR YARD 2,3050,OUTDOOR YARD,FALSE,Outside,FALSE,"421 EAST 88 STREET, Manhattan, New York, NY, USA",40.777918,-73.94736
Manhattan,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,1458 YORK AVENUE,302,528,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"1458 YORK AVENUE, Manhattan, New York, NY, USA",40.770257,-73.95092
Manhattan,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,1458 YORK AVENUE,302,528,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"1458 YORK AVENUE, Manhattan, New York, NY, USA",40.770257,-73.95092
Manhattan,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,1458 YORK AVENUE,GYM1,5734,GYMNASIUM,TRUE,Inside,FALSE,"1458 YORK AVENUE, Manhattan, New York, NY, USA",40.770257,-73.95092
Manhattan,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,1458 YORK AVENUE,GYM2,2968,GYMNASIUM,TRUE,Inside,FALSE,"1458 YORK AVENUE, Manhattan, New York, NY, USA",40.770257,-73.95092
Manhattan,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,1458 YORK AVENUE,OUTDOOR YARD 1,18500,OUTDOOR YARD,TRUE,Outside,FALSE,"1458 YORK AVENUE, Manhattan, New York, NY, USA",40.770257,-73.95092
Manhattan,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - MANHATTAN,419 EAST 66 STREET,404,3245,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE,"419 EAST 66 STREET, Manhattan, New York, NY, USA",40.76376,-73.957773
Manhattan,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - MANHATTAN,419 EAST 66 STREET,507,638,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"419 EAST 66 STREET, Manhattan, New York, NY, USA",40.76376,-73.957773
Manhattan,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - MANHATTAN,419 EAST 66 STREET,507,638,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"419 EAST 66 STREET, Manhattan, New York, NY, USA",40.76376,-73.957773
Manhattan,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - MANHATTAN,419 EAST 66 STREET,OUTDOOR YARD 1,18000,OUTDOOR YARD,FALSE,Outside,FALSE,"419 EAST 66 STREET, Manhattan, New York, NY, USA",40.76376,-73.957773
Manhattan,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,223,280,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"1700 3 AVENUE, Manhattan, New York, NY, USA",40.785012,-73.950031
Manhattan,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,229,625,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"1700 3 AVENUE, Manhattan, New York, NY, USA",40.785012,-73.950031
Manhattan,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,GYM,3630,GYMNASIUM,TRUE,Inside,FALSE,"1700 3 AVENUE, Manhattan, New York, NY, USA",40.785012,-73.950031
Manhattan,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,M39,729,MULTI-PURPOSE ROOM,FALSE,Inside,TRUE,"1700 3 AVENUE, Manhattan, New York, NY, USA",40.785012,-73.950031
Manhattan,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,M39,729,MULTI-PURPOSE ROOM,FALSE,Inside,TRUE,"1700 3 AVENUE, Manhattan, New York, NY, USA",40.785012,-73.950031
Manhattan,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,OUTDOOR YARD 1,2940,OUTDOOR YARD,TRUE,Outside,FALSE,"1700 3 AVENUE, Manhattan, New York, NY, USA",40.785012,-73.950031
Manhattan,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - MANHATTAN,328 WEST 48 STREET,5B,2166,GYMNASIUM,TRUE,Inside,FALSE,"328 WEST 48 STREET, Manhattan, New York, NY, USA",40.761503,-73.988667
Manhattan,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - MANHATTAN,328 WEST 48 STREET,OUTDOOR YARD 1,6400,OUTDOOR YARD,TRUE,Outside,FALSE,"328 WEST 48 STREET, Manhattan, New York, NY, USA",40.761503,-73.988667
Manhattan,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,292 GREENWICH STREET,106,2494,GYMNASIUM,FALSE,Inside,FALSE,"292 GREENWICH STREET, Manhattan, New York, NY, USA",40.71623,-74.01164
Manhattan,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,292 GREENWICH STREET,118,660,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"292 GREENWICH STREET, Manhattan, New York, NY, USA",40.71623,-74.01164
Manhattan,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,292 GREENWICH STREET,OUTDOOR YARD 1,14000,OUTDOOR YARD,FALSE,Outside,FALSE,"292 GREENWICH STREET, Manhattan, New York, NY, USA",40.71623,-74.01164
Manhattan,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 (MEETH) - MANHATTAN,213 EAST 63RD STREET,602,3344,GYMNASIUM,FALSE,Inside,FALSE,"213 EAST 63 STREET, Manhattan, New York, NY, USA",40.763927,-73.963988
Manhattan,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (MEETH) -MANHATTAN,213 EAST 63RD STREET,OUTDOOR YARD 1,1436,OUTDOOR YARD,FALSE,Outside,FALSE,"213 EAST 63 STREET, Manhattan, New York, NY, USA",40.763927,-73.963988
Manhattan,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (MEETH) -MANHATTAN,213 EAST 63RD STREET,OUTDOOR YARD 2,2084,OUTDOOR YARD,FALSE,Outside,FALSE,"213 EAST 63 STREET, Manhattan, New York, NY, USA",40.763927,-73.963988
Manhattan,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,425 EAST 35TH STREET,201,2832,GYMNASIUM,TRUE,Inside,FALSE,"425 EAST 35 STREET, Manhattan, New York, NY, USA",40.744469,-73.972403
Manhattan,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,425 EAST 35TH STREET,403,5192,GYMNASIUM,TRUE,Inside,FALSE,"425 EAST 35 STREET, Manhattan, New York, NY, USA",40.744469,-73.972403
Manhattan,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,425 EAST 35TH STREET,OUTDOOR YARD 1,3560,OUTDOOR YARD,FALSE,Outside,FALSE,"425 EAST 35 STREET, Manhattan, New York, NY, USA",40.744469,-73.972403
Manhattan,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,425 EAST 35TH STREET,OUTDOOR YARD 2,3802,OUTDOOR YARD,FALSE,Outside,FALSE,"425 EAST 35 STREET, Manhattan, New York, NY, USA",40.744469,-73.972403
Manhattan,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,404,550,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"311 EAST 82 STREET, Manhattan, New York, NY, USA",40.775138,-73.95281
Manhattan,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,404,550,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"311 EAST 82 STREET, Manhattan, New York, NY, USA",40.775138,-73.95281
Manhattan,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,OUTDOOR YARD 1,1850,OUTDOOR YARD,TRUE,Outside,FALSE,"311 EAST 82 STREET, Manhattan, New York, NY, USA",40.775138,-73.95281
Manhattan,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,OUTDOOR YARD 2,1850,OUTDOOR YARD,TRUE,Outside,FALSE,"311 EAST 82 STREET, Manhattan, New York, NY, USA",40.775138,-73.95281
Manhattan,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,PCAF,4840,GYM/CAFETERIA,FALSE,Inside,TRUE,"311 EAST 82 STREET, Manhattan, New York, NY, USA",40.775138,-73.95281
Manhattan,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,PCAF,4840,GYM/CAFETERIA,FALSE,Inside,TRUE,"311 EAST 82 STREET, Manhattan, New York, NY, USA",40.775138,-73.95281
Manhattan,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,590 SIXTH AVENUE,102,1344,DANCE ROOM,FALSE,Inside,FALSE,"590 SIXTH AVENUE, Manhattan, New York, NY, USA",40.738903,-73.995153
Manhattan,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,590 SIXTH AVENUE,102,1344,DANCE ROOM,FALSE,Inside,FALSE,"590 SIXTH AVENUE, Manhattan, New York, NY, USA",40.738903,-73.995153
Manhattan,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,590 SIXTH AVENUE,611,1560,GYMNASIUM,TRUE,Inside,FALSE,"590 SIXTH AVENUE, Manhattan, New York, NY, USA",40.738903,-73.995153
Manhattan,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,590 SIXTH AVENUE,OUTDOOR YARD 1,2575,OUTDOOR YARD,FALSE,Outside,FALSE,"590 SIXTH AVENUE, Manhattan, New York, NY, USA",40.738903,-73.995153
Manhattan,02M343,The Peck Slip School,Elementary,M343,THE PECK SLIP SCHOOL - MANHATTAN,1 PECK SLIP,126,1332,AUXILIARY EXERCISE ROOM,FALSE,Inside,FALSE,"1 PECK SLIP, Manhattan, New York, NY, USA",40.708645,-74.001911
Manhattan,02M343,The Peck Slip School,Elementary,M343,THE PECK SLIP SCHOOL - MANHATTAN,1 PECK SLIP,517,2760,GYM/AUDITORIUM,TRUE,Inside,TRUE,"1 PECK SLIP, Manhattan, New York, NY, USA",40.708645,-74.001911
Manhattan,02M343,The Peck Slip School,Elementary,M343,THE PECK SLIP SCHOOL - MANHATTAN,1 PECK SLIP,OUTDOOR YARD 1,4998,OUTDOOR YARD,FALSE,Outside,FALSE,"1 PECK SLIP, Manhattan, New York, NY, USA",40.708645,-74.001911
Manhattan,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION - MANHATTAN,323 EAST 91 STREET,501,688,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE,"323 EAST 91 STREET, Manhattan, New York, NY, USA",40.780656,-73.94786
Manhattan,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION - MANHATTAN,323 EAST 91 STREET,501,688,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE,"323 EAST 91 STREET, Manhattan, New York, NY, USA",40.780656,-73.94786
Manhattan,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - East Side School for Social Action,323 EAST 91 STREET,OUTDOOR YARD 1,1845,OUTDOOR YARD,FALSE,Outside,FALSE,"323 EAST 91 STREET, Manhattan, New York, NY, USA",40.780656,-73.94786
Manhattan,03M009,P.S. 009 Sarah Anderson,Elementary,M009,P.S. 9 - MANHATTAN,100 WEST 84 STREET,GYM,3886,GYMNASIUM,TRUE,Inside,FALSE,"100 WEST 84 STREET, Manhattan, New York, NY, USA",40.785102,-73.973863
Manhattan,03M009,P.S. 009 Sarah Anderson,Elementary,M009,P.S. 9 - MANHATTAN,100 WEST 84 STREET,OUTDOOR YARD 1,32453,OUTDOOR YARD,TRUE,Outside,FALSE,"100 WEST 84 STREET, Manhattan, New York, NY, USA",40.785102,-73.973863
Manhattan,03M009,P.S. 009 Sarah Anderson,Elementary,M009,P.S. 9 - MANHATTAN,100 WEST 84 STREET,OUTDOOR YARD 2,4114,OUTDOOR YARD,TRUE,Outside,FALSE,"100 WEST 84 STREET, Manhattan, New York, NY, USA",40.785102,-73.973863
Manhattan,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,G1A,735,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE,"735 WEST END AVENUE, Manhattan, New York, NY, USA",40.795257,-73.973981
Manhattan,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,GYM,3740,GYMNASIUM,TRUE,Inside,FALSE,"735 WEST END AVENUE, Manhattan, New York, NY, USA",40.795257,-73.973981
Manhattan,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,OUTDOOR YARD 1,22000,OUTDOOR YARD,TRUE,Outside,FALSE,"735 WEST END AVENUE, Manhattan, New York, NY, USA",40.795257,-73.973981
Manhattan,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,OUTDOOR YARD 2,35000,OUTDOOR YARD,TRUE,Outside,FALSE,"735 WEST END AVENUE, Manhattan, New York, NY, USA",40.795257,-73.973981
Manhattan,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,OUTDOOR YARD 3,8500,OUTDOOR YARD,TRUE,Outside,FALSE,"735 WEST END AVENUE, Manhattan, New York, NY, USA",40.795257,-73.973981
Manhattan,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,OUTDOOR YARD 4,7500,OUTDOOR YARD,TRUE,Outside,FALSE,"735 WEST END AVENUE, Manhattan, New York, NY, USA",40.795257,-73.973981
Manhattan,03M084,P.S. 084 Lillian Weber,Elementary,M084,P.S. 84 - MANHATTAN,32 WEST 92 STREET,GYM,3886,GYMNASIUM,FALSE,Inside,FALSE,"32 WEST 92 STREET, Manhattan, New York, NY, USA",40.78938,-73.968099
Manhattan,03M084,P.S. 084 Lillian Weber,Elementary,M084,P.S. 84 - MANHATTAN,32 WEST 92 STREET,OUTDOOR YARD 1,3180,OUTDOOR YARD,FALSE,Outside,FALSE,"32 WEST 92 STREET, Manhattan, New York, NY, USA",40.78938,-73.968099
Manhattan,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - MANHATTAN,160 WEST 78 STREET,216,3808,GYMNASIUM,FALSE,Inside,FALSE,"160 WEST 78 STREET, Manhattan, New York, NY, USA",40.781784,-73.977734
Manhattan,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - MANHATTAN,160 WEST 78 STREET,216,3808,GYMNASIUM,FALSE,Inside,FALSE,"160 WEST 78 STREET, Manhattan, New York, NY, USA",40.781784,-73.977734
Manhattan,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - MANHATTAN,160 WEST 78 STREET,B1,1113,GYMNASIUM,FALSE,Inside,FALSE,"160 WEST 78 STREET, Manhattan, New York, NY, USA",40.781784,-73.977734
Manhattan,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - MANHATTAN,160 WEST 78 STREET,OUTDOOR YARD 1,10000,OUTDOOR YARD,FALSE,Outside,FALSE,"160 WEST 78 STREET, Manhattan, New York, NY, USA",40.781784,-73.977734
Manhattan,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - MANHATTAN,150 WEST 105 STREET,105,578,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE,"150 WEST 105 STREET, Manhattan, New York, NY, USA",40.79911,-73.965221
Manhattan,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - MANHATTAN,150 WEST 105 STREET,201,4060,GYMNASIUM,TRUE,Inside,FALSE,"150 WEST 105 STREET, Manhattan, New York, NY, USA",40.79911,-73.965221
Manhattan,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - MANHATTAN,150 WEST 105 STREET,213,702,DANCE ROOM,FALSE,Inside,FALSE,"150 WEST 105 STREET, Manhattan, New York, NY, USA",40.79911,-73.965221
Manhattan,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - MANHATTAN,150 WEST 105 STREET,OUTDOOR YARD 1,2430,OUTDOOR YARD,TRUE,Outside,FALSE,"150 WEST 105 STREET, Manhattan, New York, NY, USA",40.79911,-73.965221
Manhattan,03M163,P.S. 163 Alfred E. Smith,Elementary,M163,P.S. 163 - MANHATTAN,163 WEST 97 STREET,GYM,3752,GYMNASIUM,FALSE,Inside,FALSE,"163 WEST 97 STREET, Manhattan, New York, NY, USA",40.794703,-73.968537
Manhattan,03M163,P.S. 163 Alfred E. Smith,Elementary,M163,P.S. 163 - MANHATTAN,163 WEST 97 STREET,OUTDOOR YARD 1,13888,OUTDOOR YARD,FALSE,Outside,FALSE,"163 WEST 97 STREET, Manhattan, New York, NY, USA",40.794703,-73.968537
Manhattan,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - MANHATTAN,132 WEST 89 STREET,504,552,DANCE ROOM,FALSE,Inside,FALSE,"132 WEST 89 STREET, Manhattan, New York, NY, USA",40.78895,-73.972515
Manhattan,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - MANHATTAN,132 WEST 89 STREET,GYM,6014,GYMNASIUM,FALSE,Inside,FALSE,"132 WEST 89 STREET, Manhattan, New York, NY, USA",40.78895,-73.972515
Manhattan,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - MANHATTAN,132 WEST 89 STREET,OUTDOOR YARD 1,4901,OUTDOOR YARD,FALSE,Outside,FALSE,"132 WEST 89 STREET, Manhattan, New York, NY, USA",40.78895,-73.972515
Manhattan,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - MANHATTAN,132 WEST 89 STREET,OUTDOOR YARD 2,2788,OUTDOOR YARD,FALSE,Outside,FALSE,"132 WEST 89 STREET, Manhattan, New York, NY, USA",40.78895,-73.972515
Manhattan,03M199,P.S. 199 Jessie Isador Straus,Elementary,M199,P.S. 199 - MANHATTAN,270 WEST 70 STREET,GYM,4200,GYMNASIUM,FALSE,Inside,FALSE,"270 WEST 70 STREET, Manhattan, New York, NY, USA",40.777764,-73.984735
Manhattan,03M199,P.S. 199 Jessie Isador Straus,Elementary,M199,P.S. 199 - MANHATTAN,270 WEST 70 STREET,OUTDOOR YARD 1,1640,OUTDOOR YARD,FALSE,Outside,FALSE,"270 WEST 70 STREET, Manhattan, New York, NY, USA",40.777764,-73.984735
Manhattan,03M241,STEM Institute of Manhattan,Elementary,M113,P.S. 241 - MANHATTAN,240 WEST 113 STREET,124,3135,GYMNASIUM,TRUE,Inside,FALSE,"240 WEST 113 STREET, Manhattan, New York, NY, USA",40.801585,-73.955212
Manhattan,03M241,STEM Institute of Manhattan,Elementary,M113,P.S. 241 - MANHATTAN,240 WEST 113 STREET,223,486,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"240 WEST 113 STREET, Manhattan, New York, NY, USA",40.801585,-73.955212
Manhattan,03M241,STEM Institute of Manhattan,Elementary,M113,P.S. 241 - MANHATTAN,240 WEST 113 STREET,EL GYM,4392,GYMNASIUM,TRUE,Inside,FALSE,"240 WEST 113 STREET, Manhattan, New York, NY, USA",40.801585,-73.955212
Manhattan,03M241,STEM Institute of Manhattan,Elementary,M113,P.S. 241 - MANHATTAN,240 WEST 113 STREET,OUTDOOR YARD 1,25780,OUTDOOR YARD,TRUE,Outside,FALSE,"240 WEST 113 STREET, Manhattan, New York, NY, USA",40.801585,-73.955212
Manhattan,03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,M144,P.S. 242 (OLD P144) - MANHATTAN,134 WEST 122 STREET,GYM,4032,GYMNASIUM,TRUE,Inside,FALSE,"134 WEST 122 STREET, Manhattan, New York, NY, USA",40.806172,-73.948453
Manhattan,03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,M144,P.S. 242 (OLD P144) - MANHATTAN,134 WEST 122 STREET,OUTDOOR YARD 1,26160,OUTDOOR YARD,TRUE,Outside,FALSE,"134 WEST 122 STREET, Manhattan, New York, NY, USA",40.806172,-73.948453
Manhattan,03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,M144,P.S. 242 (OLD P144) - MANHATTAN,134 WEST 122 STREET,OUTDOOR YARD 2,8190,OUTDOOR YARD,TRUE,Outside,FALSE,"134 WEST 122 STREET, Manhattan, New York, NY, USA",40.806172,-73.948453
Manhattan,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,225,3944,GYMNASIUM,FALSE,Inside,FALSE,"210 WEST 61 STREET, Manhattan, New York, NY, USA",40.771708,-73.987295
Manhattan,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,225,3944,GYMNASIUM,FALSE,Inside,FALSE,"210 WEST 61 STREET, Manhattan, New York, NY, USA",40.771708,-73.987295
Manhattan,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,OUTDOOR YARD 1,32546,OUTDOOR YARD,FALSE,Outside,FALSE,"210 WEST 61 STREET, Manhattan, New York, NY, USA",40.771708,-73.987295
Manhattan,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,OUTDOOR YARD 2,900,OUTDOOR YARD,FALSE,Outside,FALSE,"210 WEST 61 STREET, Manhattan, New York, NY, USA",40.771708,-73.987295
Manhattan,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,OUTDOOR YARD 3,800,OUTDOOR YARD,FALSE,Outside,FALSE,"210 WEST 61 STREET, Manhattan, New York, NY, USA",40.771708,-73.987295
Manhattan,04M037,River East Elementary,Elementary,M045,I.S. 45 - MANHATTAN,2351 FIRST AVENUE,250,6500,GYMNASIUM,TRUE,Inside,FALSE,"2351 FIRST AVENUE, Manhattan, New York, NY, USA",40.799166,-73.933708
