Borough,Geographical  District,Admin District,ats_code,LocationName,Grade Level,Bldg ID,Bldg Name,Address,Ownership,Room Number,sqft,Room Function,Shared with other schools?,Insidevoutside,Space used for any other purpose beside PE
Manhattan,5,5,05M194,P.S. 194 Countee Cullen,Elementary,M194,P.S. 194 - MANHATTAN,244 WEST 144 STREET,DOE Owned,OUTDOOR YARD 1,22000,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,5,5,05M197,P.S. 197 John B. Russwurm,Elementary,M197,P.S. 197 - MANHATTAN,2230 5 AVENUE,DOE Owned,GYM,3942,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,5,5,05M197,P.S. 197 John B. Russwurm,Elementary,M197,P.S. 197 - MANHATTAN,2230 5 AVENUE,DOE Owned,OUTDOOR YARD 1,4275,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,5,5,05M200,P.S. 200- The James Mccune Smith School,Elementary,M200,P.S. 200 (TANDEM M010) - MANHATTAN,2589 7 AVENUE,DOE Owned,330/332,1344,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,5,5,05M200,P.S. 200- The James Mccune Smith School,Elementary,M200,P.S. 200 (TANDEM M010) - MANHATTAN,2589 7 AVENUE,DOE Owned,OUTDOOR YARD 1,5520,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,5,5,05M200,P.S. 200- The James Mccune Smith School,Elementary,M200,P.S. 200 (TANDEM M010) - MANHATTAN,2589 7 AVENUE,DOE Owned,OUTDOOR YARD 2,1038,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,5,5,05M318,Thurgood Marshall Academy Lower School,Elementary,M371,P.S. 318 - MANHATTAN,276 WEST 151ST STREET,TAX LEVY LEASE,OUTDOOR YARD 1,5000,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M004,P.S. 004 Duke Ellington,Elementary,M004,P.S. 4 - MANHATTAN,500 WEST 160 STREET,DOE Owned,122,2668,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M005,P.S. 005 Ellen Lurie,Elementary,M005,P.S. 5 - MANHATTAN,3703 TENTH AVENUE,DOE Owned,129,3306,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M005,P.S. 005 Ellen Lurie,Elementary,M005,P.S. 5 - MANHATTAN,3703 TENTH AVENUE,DOE Owned,316,675,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,6,6,06M005,P.S. 005 Ellen Lurie,Elementary,M005,P.S. 5 - MANHATTAN,3703 TENTH AVENUE,DOE Owned,OUTDOOR YARD 1,6966,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M005,P.S. 005 Ellen Lurie,Elementary,M005,P.S. 5 - MANHATTAN,3703 TENTH AVENUE,DOE Owned,OUTDOOR YARD 2,1000,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M008,P.S. 008 Luis Belliard,Elementary,M008,P.S. 8 - MANHATTAN,465 WEST 167 STREET,DOE Owned,121/GYM,2592,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M008,P.S. 008 Luis Belliard,Elementary,M008,P.S. 8 - MANHATTAN,465 WEST 167 STREET,DOE Owned,OUTDOOR YARD 1,1953,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M008,P.S. 008 Luis Belliard,Elementary,M008,P.S. 8 - MANHATTAN,465 WEST 167 STREET,DOE Owned,OUTDOOR YARD 2,118,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M028,P.S. 028 Wright Brothers,Elementary,M028,P.S. 28 - MANHATTAN,475 WEST 155 STREET,DOE Owned,145,3990,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M028,P.S. 028 Wright Brothers,Elementary,M028,P.S. 28 - MANHATTAN,475 WEST 155 STREET,DOE Owned,OUTDOOR YARD 1,800,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,M048,P.S. 48 - MANHATTAN,4360-78 BROADWAY,DOE Owned,200,550,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,6,6,06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,M048,P.S. 48 - MANHATTAN,4360-78 BROADWAY,DOE Owned,219,2166,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,M048,P.S. 48 - MANHATTAN,4360-78 BROADWAY,DOE Owned,323,528,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,6,6,06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,M048,P.S. 48 - MANHATTAN,4360-78 BROADWAY,DOE Owned,OUTDOOR YARD 1,24336,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,6,6,06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,M048,P.S. 48 - MANHATTAN,4360-78 BROADWAY,DOE Owned,OUTDOOR YARD 2,5400,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,6,6,06M098,P.S. 098 Shorac Kappock,Elementary,M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,DOE Owned,206,588,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,6,6,06M098,P.S. 098 Shorac Kappock,Elementary,M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,DOE Owned,206,588,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,6,6,06M098,P.S. 098 Shorac Kappock,Elementary,M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,DOE Owned,DANCERM,4482,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M098,P.S. 098 Shorac Kappock,Elementary,M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,DOE Owned,OUTDOOR YARD 1,7050,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M103,Dos Puentes Elementary School,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,DOE Owned,409,600,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,6,6,06M103,Dos Puentes Elementary School,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,DOE Owned,511,1155,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M103,Dos Puentes Elementary School,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,DOE Owned,514,598,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,6,6,06M103,Dos Puentes Elementary School,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,DOE Owned,CAF,6912,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE
Manhattan,6,6,06M115,P.S. 115 Alexander Humboldt,Elementary,M115,P.S. 115 - MANHATTAN,586 WEST 177 STREET,DOE Owned,GYM-FR,1472,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M115,P.S. 115 Alexander Humboldt,Elementary,M115,P.S. 115 - MANHATTAN,586 WEST 177 STREET,DOE Owned,GYM-RE,3799,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M115,P.S. 115 Alexander Humboldt,Elementary,M115,P.S. 115 - MANHATTAN,586 WEST 177 STREET,DOE Owned,OUTDOOR YARD 1,1000,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M128,P.S. 128 Audubon,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,DOE Owned,120,624,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,6,6,06M128,P.S. 128 Audubon,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,DOE Owned,123,3850,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M128,P.S. 128 Audubon,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,DOE Owned,2,1375,MULTI-PURPOSE ROOM,FALSE,Inside,TRUE
Manhattan,6,6,06M128,P.S. 128 Audubon,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,DOE Owned,OUTDOOR YARD 1,1200,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,6,6,06M132,P.S. 132 Juan Pablo Duarte,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,DOE Owned,511,1155,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M152,P.S. 152 Dyckman Valley,Elementary,M152,P.S. 152 - MANHATTAN,93 NAGLE AVENUE,DOE Owned,107,5076,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE
Manhattan,6,6,06M152,P.S. 152 Dyckman Valley,Elementary,M152,P.S. 152 - MANHATTAN,93 NAGLE AVENUE,DOE Owned,354,4234,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M152,P.S. 152 Dyckman Valley,Elementary,M152,P.S. 152 - MANHATTAN,93 NAGLE AVENUE,DOE Owned,354,4234,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M152,P.S. 152 Dyckman Valley,Elementary,M152,P.S. 152 - MANHATTAN,93 NAGLE AVENUE,DOE Owned,OUTDOOR YARD 1,13135,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M153,P.S. 153 Adam Clayton Powell,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,DOE Owned,146,1232,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,6,6,06M153,P.S. 153 Adam Clayton Powell,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,DOE Owned,315,264,ADAPTIVE PHYSICAL EDUCATION,FALSE,Inside,FALSE
Manhattan,6,6,06M153,P.S. 153 Adam Clayton Powell,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,DOE Owned,GYM.,2623,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M153,P.S. 153 Adam Clayton Powell,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,DOE Owned,OUTDOOR YARD 1,3750,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,6,6,06M173,P.S. 173,Elementary,M173,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,DOE Owned,1000,3900,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE
Manhattan,6,6,06M173,P.S. 173,Elementary,M173,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,DOE Owned,101,918,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,6,6,06M173,P.S. 173,Elementary,M173,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,DOE Owned,300,4452,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M173,P.S. 173,Elementary,M173,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,DOE Owned,OUTDOOR YARD 1,14600,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,6,6,06M178,Professor Juan Bosch Public School,Elementary,M178,P.S. 178 - MANHATTAN,12-18 ELLWOOD STREET,DOE Owned,501,2550,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M178,Professor Juan Bosch Public School,Elementary,M178,P.S. 178 - MANHATTAN,12-18 ELLWOOD STREET,DOE Owned,OUTDOOR YARD 1,1250,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M189,P.S. 189,Elementary,M189,P.S. 189 - MANHATTAN,2580 AMSTERDAM AVENUE,DOE Owned,CAF/OLD,1798,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M189,P.S. 189,Elementary,M189,P.S. 189 - MANHATTAN,2580 AMSTERDAM AVENUE,DOE Owned,GYM,1792,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M189,P.S. 189,Elementary,M189,P.S. 189 - MANHATTAN,2580 AMSTERDAM AVENUE,DOE Owned,GYM,1792,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,6,6,06M189,P.S. 189,Elementary,M189,P.S. 189 - MANHATTAN,2580 AMSTERDAM AVENUE,DOE Owned,OUTDOOR YARD 1,20000,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,6,6,06M192,P.S. 192 Jacob H. Schiff,Elementary,M192,P.S. 192 - MANHATTAN,500 WEST 138 STREET,DOE Owned,GYM,4810,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M192,P.S. 192 Jacob H. Schiff,Elementary,M192,P.S. 192 - MANHATTAN,500 WEST 138 STREET,DOE Owned,OUTDOOR YARD 1,11250,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,6,6,06M192,P.S. 192 Jacob H. Schiff,Elementary,M192,P.S. 192 - MANHATTAN,500 WEST 138 STREET,DOE Owned,OUTDOOR YARD 2,7335,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,6,6,06M314,Muscota,Elementary,M176,P.S./I.S. 176 - MANHATTAN,4862 BROADWAY,DOE Owned,125,2596,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M368,Hamilton Heights School,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,DOE Owned,GYM.,2623,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M368,Hamilton Heights School,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,DOE Owned,OUTDOOR YARD 1,3750,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,6,6,06M513,Castle Bridge School,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,DOE Owned,123,3850,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,6,6,06M513,Castle Bridge School,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,DOE Owned,OUTDOOR YARD 1,1200,OUTDOOR YARD,TRUE,Outside,FALSE
