Borough,Geographical  District,Admin District,ats_code,LocationName,Grade Level,Bldg ID,Bldg Name,Address,Ownership,Room Number,sqft,Room Function,Shared with other schools?,Insidevoutside,Space used for any other purpose beside PE
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,DOE Owned,223,280,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,DOE Owned,229,625,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,DOE Owned,GYM,3630,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,DOE Owned,M39,729,MULTI-PURPOSE ROOM,FALSE,Inside,TRUE
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,DOE Owned,M39,729,MULTI-PURPOSE ROOM,FALSE,Inside,TRUE
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,DOE Owned,OUTDOOR YARD 1,2940,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,2,2,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - MANHATTAN,328 WEST 48 STREET,DOE Owned,5B,2166,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,2,2,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - MANHATTAN,328 WEST 48 STREET,DOE Owned,OUTDOOR YARD 1,6400,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,292 GREENWICH STREET,DOE Owned,106,2494,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,292 GREENWICH STREET,DOE Owned,118,660,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,292 GREENWICH STREET,DOE Owned,OUTDOOR YARD 1,14000,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 (MEETH) - MANHATTAN,213 EAST 63RD STREET,DOE Owned,602,3344,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (MEETH) -MANHATTAN,213 EAST 63RD STREET,DOE Owned,OUTDOOR YARD 1,1436,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (MEETH) -MANHATTAN,213 EAST 63RD STREET,DOE Owned,OUTDOOR YARD 2,2084,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,2,2,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,425 EAST 35TH STREET,DOE Owned,201,2832,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,2,2,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,425 EAST 35TH STREET,DOE Owned,403,5192,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,2,2,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,425 EAST 35TH STREET,DOE Owned,OUTDOOR YARD 1,3560,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,2,2,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,425 EAST 35TH STREET,DOE Owned,OUTDOOR YARD 2,3802,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,DOE Owned,404,550,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,DOE Owned,404,550,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,DOE Owned,OUTDOOR YARD 1,1850,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,DOE Owned,OUTDOOR YARD 2,1850,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,DOE Owned,PCAF,4840,GYM/CAFETERIA,FALSE,Inside,TRUE
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,DOE Owned,PCAF,4840,GYM/CAFETERIA,FALSE,Inside,TRUE
Manhattan,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,590 SIXTH AVENUE,DOE Owned,102,1344,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,590 SIXTH AVENUE,DOE Owned,102,1344,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,590 SIXTH AVENUE,DOE Owned,611,1560,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,590 SIXTH AVENUE,DOE Owned,OUTDOOR YARD 1,2575,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,2,2,02M343,The Peck Slip School,Elementary,M343,THE PECK SLIP SCHOOL - MANHATTAN,1 PECK SLIP,DOE Owned,126,1332,AUXILIARY EXERCISE ROOM,FALSE,Inside,FALSE
Manhattan,2,2,02M343,The Peck Slip School,Elementary,M343,THE PECK SLIP SCHOOL - MANHATTAN,1 PECK SLIP,DOE Owned,517,2760,GYM/AUDITORIUM,TRUE,Inside,TRUE
Manhattan,2,2,02M343,The Peck Slip School,Elementary,M343,THE PECK SLIP SCHOOL - MANHATTAN,1 PECK SLIP,DOE Owned,OUTDOOR YARD 1,4998,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,2,2,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION - MANHATTAN,323 EAST 91 STREET,TAX LEVY LEASE,501,688,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE
Manhattan,2,2,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION - MANHATTAN,323 EAST 91 STREET,TAX LEVY LEASE,501,688,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE
Manhattan,2,2,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - East Side School for Social Action,323 EAST 91 STREET,TAX LEVY LEASE,OUTDOOR YARD 1,1845,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,3,3,03M009,P.S. 009 Sarah Anderson,Elementary,M009,P.S. 9 - MANHATTAN,100 WEST 84 STREET,DOE Owned,GYM,3886,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,3,3,03M009,P.S. 009 Sarah Anderson,Elementary,M009,P.S. 9 - MANHATTAN,100 WEST 84 STREET,DOE Owned,OUTDOOR YARD 1,32453,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M009,P.S. 009 Sarah Anderson,Elementary,M009,P.S. 9 - MANHATTAN,100 WEST 84 STREET,DOE Owned,OUTDOOR YARD 2,4114,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,DOE Owned,G1A,735,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE
Manhattan,3,3,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,DOE Owned,GYM,3740,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,3,3,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,DOE Owned,OUTDOOR YARD 1,22000,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,DOE Owned,OUTDOOR YARD 2,35000,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,DOE Owned,OUTDOOR YARD 3,8500,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M075,P.S. 075 Emily Dickinson,Elementary,M075,P.S. 75 - MANHATTAN,735 WEST END AVENUE,DOE Owned,OUTDOOR YARD 4,7500,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M084,P.S. 084 Lillian Weber,Elementary,M084,P.S. 84 - MANHATTAN,32 WEST 92 STREET,DOE Owned,GYM,3886,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,3,3,03M084,P.S. 084 Lillian Weber,Elementary,M084,P.S. 84 - MANHATTAN,32 WEST 92 STREET,DOE Owned,OUTDOOR YARD 1,3180,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,3,3,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - MANHATTAN,160 WEST 78 STREET,DOE Owned,216,3808,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,3,3,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - MANHATTAN,160 WEST 78 STREET,DOE Owned,216,3808,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,3,3,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - MANHATTAN,160 WEST 78 STREET,DOE Owned,B1,1113,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,3,3,03M087,P.S. 087 William Sherman,Elementary,M087,P.S. 87 - MANHATTAN,160 WEST 78 STREET,DOE Owned,OUTDOOR YARD 1,10000,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,3,3,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - MANHATTAN,150 WEST 105 STREET,DOE Owned,105,578,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE
Manhattan,3,3,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - MANHATTAN,150 WEST 105 STREET,DOE Owned,201,4060,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,3,3,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - MANHATTAN,150 WEST 105 STREET,DOE Owned,213,702,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,3,3,03M145,"P.S. 145, The Bloomingdale School",Elementary,M145,P.S. 145 - MANHATTAN,150 WEST 105 STREET,DOE Owned,OUTDOOR YARD 1,2430,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M163,P.S. 163 Alfred E. Smith,Elementary,M163,P.S. 163 - MANHATTAN,163 WEST 97 STREET,DOE Owned,GYM,3752,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,3,3,03M163,P.S. 163 Alfred E. Smith,Elementary,M163,P.S. 163 - MANHATTAN,163 WEST 97 STREET,DOE Owned,OUTDOOR YARD 1,13888,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,3,3,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - MANHATTAN,132 WEST 89 STREET,DOE Owned,504,552,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,3,3,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - MANHATTAN,132 WEST 89 STREET,DOE Owned,GYM,6014,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,3,3,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - MANHATTAN,132 WEST 89 STREET,DOE Owned,OUTDOOR YARD 1,4901,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,3,3,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,M166,P.S. 166 - MANHATTAN,132 WEST 89 STREET,DOE Owned,OUTDOOR YARD 2,2788,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,3,3,03M199,P.S. 199 Jessie Isador Straus,Elementary,M199,P.S. 199 - MANHATTAN,270 WEST 70 STREET,DOE Owned,GYM,4200,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,3,3,03M199,P.S. 199 Jessie Isador Straus,Elementary,M199,P.S. 199 - MANHATTAN,270 WEST 70 STREET,DOE Owned,OUTDOOR YARD 1,1640,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,3,3,03M241,STEM Institute of Manhattan,Elementary,M113,P.S. 241 - MANHATTAN,240 WEST 113 STREET,DOE Owned,124,3135,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,3,3,03M241,STEM Institute of Manhattan,Elementary,M113,P.S. 241 - MANHATTAN,240 WEST 113 STREET,DOE Owned,223,486,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,3,3,03M241,STEM Institute of Manhattan,Elementary,M113,P.S. 241 - MANHATTAN,240 WEST 113 STREET,DOE Owned,EL GYM,4392,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,3,3,03M241,STEM Institute of Manhattan,Elementary,M113,P.S. 241 - MANHATTAN,240 WEST 113 STREET,DOE Owned,OUTDOOR YARD 1,25780,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,M144,P.S. 242 (OLD P144) - MANHATTAN,134 WEST 122 STREET,DOE Owned,GYM,4032,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,3,3,03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,M144,P.S. 242 (OLD P144) - MANHATTAN,134 WEST 122 STREET,DOE Owned,OUTDOOR YARD 1,26160,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,M144,P.S. 242 (OLD P144) - MANHATTAN,134 WEST 122 STREET,DOE Owned,OUTDOOR YARD 2,8190,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,3,3,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,DOE Owned,225,3944,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,3,3,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,DOE Owned,225,3944,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,3,3,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,DOE Owned,OUTDOOR YARD 1,32546,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,3,3,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,DOE Owned,OUTDOOR YARD 2,900,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,3,3,03M452,P.S. 452,Elementary,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,DOE Owned,OUTDOOR YARD 3,800,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,4,4,04M037,River East Elementary,Elementary,M045,I.S. 45 - MANHATTAN,2351 FIRST AVENUE,DOE Owned,250,6500,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,4,4,04M038,P.S. 38 Roberto Clemente,Elementary,M121,P.S. 38 (OLD M121) - MANHATTAN,232 EAST 103 STREET,DOE Owned,133,3700,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,4,4,04M038,P.S. 38 Roberto Clemente,Elementary,M121,P.S. 38 (OLD M121) - MANHATTAN,232 EAST 103 STREET,DOE Owned,214,846,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,4,4,04M083,P.S. 083 Luis Munoz Rivera,Elementary,M083,P.S. 83 - MANHATTAN,219 EAST 109 STREET,DOE Owned,GYM,4050,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,4,4,04M083,P.S. 083 Luis Munoz Rivera,Elementary,M083,P.S. 83 - MANHATTAN,219 EAST 109 STREET,DOE Owned,OUTDOOR YARD 1,51000,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,4,4,04M102,P.S. 102 Jacques Cartier,Elementary,M102,P.S. 102 - MANHATTAN,315 EAST 113 STREET,DOE Owned,OUTDOOR YARD 1,2185,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,4,4,04M102,P.S. 102 Jacques Cartier,Elementary,M102,P.S. 102 - MANHATTAN,315 EAST 113 STREET,DOE Owned,PLAYRM,1488,ADAPTIVE PHYSICAL EDUCATION,FALSE,Inside,FALSE
Manhattan,4,4,04M102,P.S. 102 Jacques Cartier,Elementary,M102,P.S. 102 - MANHATTAN,315 EAST 113 STREET,DOE Owned,PLAYRM,1488,ADAPTIVE PHYSICAL EDUCATION,FALSE,Inside,FALSE
Manhattan,4,4,04M146,P.S. 146 Ann M. Short,Elementary,M146,P.S. 146 - MANHATTAN,421 EAST 106 STREET,DOE Owned,116,624,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,4,4,04M146,P.S. 146 Ann M. Short,Elementary,M146,P.S. 146 - MANHATTAN,421 EAST 106 STREET,DOE Owned,203,624,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,4,4,04M146,P.S. 146 Ann M. Short,Elementary,M146,P.S. 146 - MANHATTAN,421 EAST 106 STREET,DOE Owned,325,624,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,4,4,04M146,P.S. 146 Ann M. Short,Elementary,M146,P.S. 146 - MANHATTAN,421 EAST 106 STREET,DOE Owned,GYM,3900,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,4,4,04M146,P.S. 146 Ann M. Short,Elementary,M146,P.S. 146 - MANHATTAN,421 EAST 106 STREET,DOE Owned,OUTDOOR YARD 1,3600,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,4,4,04M155,P.S. 155 William Paca,Elementary,M155,P.S. 155 - MANHATTAN,319 EAST 117 STREET,DOE Owned,121,625,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE
Manhattan,4,4,04M155,P.S. 155 William Paca,Elementary,M155,P.S. 155 - MANHATTAN,319 EAST 117 STREET,DOE Owned,GYM,3795,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,4,4,04M182,The Bilingual Bicultural School,Elementary,M083,P.S. 83 - MANHATTAN,219 EAST 109 STREET,DOE Owned,GYM,4050,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,4,4,04M182,The Bilingual Bicultural School,Elementary,M083,P.S. 83 - MANHATTAN,219 EAST 109 STREET,DOE Owned,OUTDOOR YARD 1,51000,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,5,5,05M133,P.S. 133 Fred R Moore,Elementary,M133,P.S. 133 - MANHATTAN,2121 5 AVENUE,DOE Owned,GYM,3600,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,4,4,04M375,Mosaic Preparatory Academy,Elementary,M101,P.S. 101 - MANHATTAN,141 EAST 111 STREET,DOE Owned,426,2860,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,4,4,04M375,Mosaic Preparatory Academy,Elementary,M101,P.S. 101 - MANHATTAN,141 EAST 111 STREET,DOE Owned,524,264,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,4,4,04M375,Mosaic Preparatory Academy,Elementary,M101,P.S. 101 - MANHATTAN,141 EAST 111 STREET,DOE Owned,562,2860,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,4,4,04M375,Mosaic Preparatory Academy,Elementary,M101,P.S. 101 - MANHATTAN,141 EAST 111 STREET,DOE Owned,EPLAY,1323,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE
Manhattan,4,4,04M375,Mosaic Preparatory Academy,Elementary,M101,P.S. 101 - MANHATTAN,141 EAST 111 STREET,DOE Owned,OUTDOOR YARD 1,14432,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,4,4,04M375,Mosaic Preparatory Academy,Elementary,M101,P.S. 101 - MANHATTAN,141 EAST 111 STREET,DOE Owned,OUTDOOR YARD 2,11500,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,4,4,04M375,Mosaic Preparatory Academy,Elementary,M101,P.S. 101 - MANHATTAN,141 EAST 111 STREET,DOE Owned,OUTDOOR YARD 3,4134,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,4,4,04M497,Central Park East I,Elementary,M013,I.S. 13 - MANHATTAN,1573 MADISON AVENUE,DOE Owned,GYM,6500,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,4,4,04M497,Central Park East I,Elementary,M013,I.S. 13 - MANHATTAN,1573 MADISON AVENUE,DOE Owned,OUTDOOR YARD 1,19300,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,5,5,05M133,P.S. 133 Fred R Moore,Elementary,M133,P.S. 133 - MANHATTAN,2121 5 AVENUE,DOE Owned,OUTDOOR YARD 1,8578,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,5,5,05M030,P.S. 030 Hernandez/Hughes,Elementary,M030,P.S. 30 - MANHATTAN,144-176 EAST 128 STREET,DOE Owned,311,960,AUXILIARY EXERCISE ROOM,FALSE,Inside,FALSE
Manhattan,5,5,05M030,P.S. 030 Hernandez/Hughes,Elementary,M030,P.S. 30 - MANHATTAN,144-176 EAST 128 STREET,DOE Owned,ASSEM,9660,GYM/AUD/CAFETERIA,TRUE,Inside,TRUE
Manhattan,5,5,05M030,P.S. 030 Hernandez/Hughes,Elementary,M030,P.S. 30 - MANHATTAN,144-176 EAST 128 STREET,DOE Owned,OUTDOOR YARD 1,15375,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,5,5,05M030,P.S. 030 Hernandez/Hughes,Elementary,M030,P.S. 30 - MANHATTAN,144-176 EAST 128 STREET,DOE Owned,OUTDOOR YARD 2,13457,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,5,5,05M030,P.S. 030 Hernandez/Hughes,Elementary,M030,P.S. 30 - MANHATTAN,144-176 EAST 128 STREET,DOE Owned,OUTDOOR YARD 3,2016,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,5,5,05M036,P.S. 036 Margaret Douglas,Elementary,M036,P.S. 36 - MANHATTAN,123 MORNINGSIDE DRIVE,DOE Owned,258,672,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,5,5,05M036,P.S. 036 Margaret Douglas,Elementary,M036,P.S. 36 - MANHATTAN,123 MORNINGSIDE DRIVE,DOE Owned,261,340,ADAPTIVE PHYSICAL EDUCATION,FALSE,Inside,FALSE
Manhattan,5,5,05M036,P.S. 036 Margaret Douglas,Elementary,M036,P.S. 36 - MANHATTAN,123 MORNINGSIDE DRIVE,DOE Owned,OUTDOOR YARD 1,1522,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,5,5,05M036,P.S. 036 Margaret Douglas,Elementary,M036,P.S. 36 - MANHATTAN,123 MORNINGSIDE DRIVE,DOE Owned,OUTDOOR YARD 2,680,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,5,5,05M092,P.S. 092 Mary McLeod Bethune,Elementary,M092,P.S. 92 - MANHATTAN,222 WEST 134 STREET,DOE Owned,GYM,4032,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,5,5,05M092,P.S. 092 Mary McLeod Bethune,Elementary,M092,P.S. 92 - MANHATTAN,222 WEST 134 STREET,DOE Owned,OUTDOOR YARD 1,21079,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,5,5,05M125,P.S. 125 Ralph Bunche,Elementary,M125,P.S. 125 - MANHATTAN,425 WEST 123 STREET,DOE Owned,E.GYM,3825,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,5,5,05M125,P.S. 125 Ralph Bunche,Elementary,M125,P.S. 125 - MANHATTAN,425 WEST 123 STREET,DOE Owned,POOL,3720,SWIMMING POOL,FALSE,Inside,FALSE
Manhattan,5,5,05M125,P.S. 125 Ralph Bunche,Elementary,M125,P.S. 125 - MANHATTAN,425 WEST 123 STREET,DOE Owned,W.GYM,3825,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,5,5,05M133,P.S. 133 Fred R Moore,Elementary,M133,P.S. 133 - MANHATTAN,2121 5 AVENUE,DOE Owned,241,693,DANCE ROOM,FALSE,Inside,FALSE
Manhattan,5,5,05M133,P.S. 133 Fred R Moore,Elementary,M133,P.S. 133 - MANHATTAN,2121 5 AVENUE,DOE Owned,GYM,3600,GYMNASIUM,FALSE,Inside,FALSE
Manhattan,5,5,05M133,P.S. 133 Fred R Moore,Elementary,M133,P.S. 133 - MANHATTAN,2121 5 AVENUE,DOE Owned,OUTDOOR YARD 2,33257,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,5,5,05M154,P.S. 154 Harriet Tubman,Elementary,M154,P.S. 154 - MANHATTAN,250 WEST 127 STREET,DOE Owned,223,378,AUXILIARY EXERCISE ROOM,FALSE,Inside,FALSE
Manhattan,5,5,05M154,P.S. 154 Harriet Tubman,Elementary,M154,P.S. 154 - MANHATTAN,250 WEST 127 STREET,DOE Owned,GYM,4730,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,5,5,05M154,P.S. 154 Harriet Tubman,Elementary,M154,P.S. 154 - MANHATTAN,250 WEST 127 STREET,DOE Owned,OUTDOOR YARD 1,32240,OUTDOOR YARD,TRUE,Outside,FALSE
Manhattan,5,5,05M175,P.S. 175 Henry H Garnet,Elementary,M175,P.S. 175 - MANHATTAN,175 WEST 134 STREET,DOE Owned,GYM.,3740,GYMNASIUM,TRUE,Inside,FALSE
Manhattan,5,5,05M175,P.S. 175 Henry H Garnet,Elementary,M175,P.S. 175 - MANHATTAN,175 WEST 134 STREET,DOE Owned,OUTDOOR YARD 1,32400,OUTDOOR YARD,FALSE,Outside,FALSE
Manhattan,5,5,05M194,P.S. 194 Countee Cullen,Elementary,M194,P.S. 194 - MANHATTAN,244 WEST 144 STREET,DOE Owned,221,572,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,5,5,05M194,P.S. 194 Countee Cullen,Elementary,M194,P.S. 194 - MANHATTAN,244 WEST 144 STREET,DOE Owned,221,572,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE
Manhattan,5,5,05M194,P.S. 194 Countee Cullen,Elementary,M194,P.S. 194 - MANHATTAN,244 WEST 144 STREET,DOE Owned,GYM,4176,GYMNASIUM,TRUE,Inside,FALSE
