School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Borough Name,Postcode,Latitude,Longitude
2015-16,M131,,100 HESTER STREET CONSOLIDATED LOCATION,,100 HESTER STREET,M,2,1164,100 HESTER STREET CONSOLIDATED LOCATION,3,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,MANHATTAN,10002,40.716553,-73.993092
2015-16,M132,06M103,Dos Puentes Elementary School,M103,185 WADSWORTH AVENUE,M,6,203,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,2,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,MANHATTAN,10033,40.850626,-73.934377
2015-16,M132,06M132,P.S. 132 Juan Pablo Duarte,M132,185 WADSWORTH AVENUE,M,6,441,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,2,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,MANHATTAN,10033,40.850626,-73.934377
2015-16,M132,,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,,185 WADSWORTH AVENUE,M,6,644,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,2,Dos Puentes Elementary School | P.S. 132 Juan Pable Duarte| 185 WADSWORTH AVENUE CONSOLIDATED LOCATION,MANHATTAN,10033,40.850626,-73.934377
2015-16,M133,05M133,P.S. 133 Fred R Moore,M133,2121 5 AVENUE,M,5,199,,1,P.S. 133 Fred R Moore,MANHATTAN,10037,40.809672,-73.939872
2015-16,M134,01M134,P.S. 134 Henrietta Szold,M134,293 EAST BROADWAY,M,1,263,293 EAST BROADWAY CONSOLIDATED LOCATION,2,P.S. 134 Henrietta Szold |  P.S. 137 John L. Bernstein |  293 EAST BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10002,40.71457,-73.983724
2015-16,M134,01M137,P.S. 137 John L. Bernstein,M137,293 EAST BROADWAY,M,1,155,293 EAST BROADWAY CONSOLIDATED LOCATION,2,P.S. 134 Henrietta Szold |  P.S. 137 John L. Bernstein |  293 EAST BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10002,40.71457,-73.983724
2015-16,M134,,293 EAST BROADWAY CONSOLIDATED LOCATION,,293 EAST BROADWAY,M,1,418,293 EAST BROADWAY CONSOLIDATED LOCATION,2,P.S. 134 Henrietta Szold |  P.S. 137 John L. Bernstein |  293 EAST BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10002,40.71457,-73.983724
2015-16,M136,05M148,Eagle Academy for Young Men of Harlem,M148,6 EDGECOMBE AVENUE,M,5,195,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,MANHATTAN,10030,40.817372,-73.947712
2015-16,M136,05M302,KAPPA IV,M302,6 EDGECOMBE AVENUE,M,5,155,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,MANHATTAN,10030,40.817372,-73.947712
2015-16,M136,05M304,Mott Hall High School,M304,6 EDGECOMBE AVENUE,M,5,409,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,MANHATTAN,10030,40.817372,-73.947712
2015-16,M136,05M685,Bread & Roses Integrated Arts High School,M685,6 EDGECOMBE AVENUE,M,5,29,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,MANHATTAN,10030,40.817372,-73.947712
2015-16,M153,06M368,Hamilton Heights School,M368,1750 AMSTERDAM AVENUE,M,6,216,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,2,P.S. 154 Harriet Tubman|Democracy Prep Endurance Charter School|250 WEST 127 STREET CONSOLIDATED LOCATION,MANHATTAN,10031,40.826295,-73.946845
2015-16,M136,,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,,6 EDGECOMBE AVENUE,M,5,788,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,MANHATTAN,10030,40.817372,-73.947712
2015-16,M137,01M184,P.S. 184m Shuang Wen,M184,327 CHERRY STREET,M,1,663,,1,P.S. 184m Shuang Wen,MANHATTAN,10002,40.711549,-73.986542
2015-16,M140,01M140,P.S. 140 Nathan Straus,M140,123 RIDGE STREET,M,1,376,,1,P.S. 140 Nathan Straus,MANHATTAN,10002,40.71925,-73.983056
2015-16,M142,01M142,P.S. 142 Amalia Castro, ,100 ATTORNEY STREET,M,1,354,,2,P.S. 142 Amalia Castro | Manhattan Charter School,MANHATTAN,10002,40.718383,-73.984452
2015-16,M143,06M143,J.H.S. 143 Eleanor Roosevelt,M143,511 WEST 182ND STREET,M,6,361,511 WEST 182ND STREET CONSOLIDATED LOCATION,2,J.H.S. 143 Eleanor Roosevelt |  Washington Heights Expeditionary Learning School |  511 WEST 182ND STREET CONSOLIDATED LOCATION,MANHATTAN,10033,40.848908,-73.930948
2015-16,M143,06M348,Washington Heights Expeditionary Learning School,M348,511 WEST 182ND STREET,M,6,760,511 WEST 182ND STREET CONSOLIDATED LOCATION,2,J.H.S. 143 Eleanor Roosevelt |  Washington Heights Expeditionary Learning School |  511 WEST 182ND STREET CONSOLIDATED LOCATION,MANHATTAN,10033,40.848908,-73.930948
2015-16,M143,,511 WEST 182ND STREET CONSOLIDATED LOCATION,,511 WEST 182ND STREET,M,6,1121,511 WEST 182ND STREET CONSOLIDATED LOCATION,2,J.H.S. 143 Eleanor Roosevelt |  Washington Heights Expeditionary Learning School |  511 WEST 182ND STREET CONSOLIDATED LOCATION,MANHATTAN,10033,40.848908,-73.930948
2015-16,M144,03M242,P.S. 242 - The Young Diplomats Magnet Academy,M242,134 WEST 122 STREET,M,3,214,134 WEST 122 STREET CONSOLIDATED LOCATION,2,P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION,MANHATTAN,10027,40.8063,-73.948013
2015-16,M144,84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL(MN),M861,134 WEST 122 STREET,M,3,382,134 WEST 122 STREET CONSOLIDATED LOCATION,2,P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION,MANHATTAN,10027,40.8063,-73.948013
2015-16,M144,,134 WEST 122 STREET CONSOLIDATED LOCATION,,134 WEST 122 STREET,M,3,596,134 WEST 122 STREET CONSOLIDATED LOCATION,2,P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION,MANHATTAN,10027,40.8063,-73.948013
2015-16,M145,03M145,"P.S. 145, The Bloomingdale School",M145,150 WEST 105 STREET,M,3,368,150 WEST 105 STREET CONSOLIDATED LOCATION,2,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",MANHATTAN,10025,40.799178,-73.964842
2015-16,M145,03M421,West Prep Academy,M421,150 WEST 105 STREET,M,3,190,150 WEST 105 STREET CONSOLIDATED LOCATION,2,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",MANHATTAN,10025,40.799178,-73.964842
2015-16,M145,,150 WEST 105 STREET CONSOLIDATED LOCATION,,150 WEST 105 STREET,M,3,558,150 WEST 105 STREET CONSOLIDATED LOCATION,2,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",MANHATTAN,10025,40.799178,-73.964842
2015-16,M146,04M146,P.S. 146 Ann M. Short,M146,421 EAST 106 STREET,M,4,379,,1,P.S. 146 Ann M. Short,MANHATTAN,10029,40.789295,-73.939262
2015-16,M153,06M153,P.S. 153 Adam Clayton Powell,M153,1750 AMSTERDAM AVENUE,M,6,743,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,2,P.S. 154 Harriet Tubman|Democracy Prep Endurance Charter School|250 WEST 127 STREET CONSOLIDATED LOCATION,MANHATTAN,10031,40.826295,-73.946845
2015-16,M153,,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,,1750 AMSTERDAM AVENUE,M,6,959,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,2,P.S. 154 Harriet Tubman|Democracy Prep Endurance Charter School|250 WEST 127 STREET CONSOLIDATED LOCATION,MANHATTAN,10031,40.826295,-73.946845
2015-16,M154,05M154,P.S. 154 Harriet Tubman,M154,250 WEST 127 STREET,M,5,321,,2,P.S. 154 Harriet Tubman | Democracy Prep Endurance Charter School,MANHATTAN,10027,40.810928,-73.948938
2015-16,M155,04M155,P.S. 155 William Paca,M155,319 EAST 117 STREET,M,4,344,319 EAST 117 STREET CONSOLIDATED LOCATION,2,P.S. 155 William Paca |  Renaissance School of the Arts |  319 EAST 117 STREET CONSOLIDATED LOCATION,MANHATTAN,10035,40.797302,-73.936365
2015-16,M155,04M377,Renaissance School of the Arts,M377,319 EAST 117 STREET,M,4,163,319 EAST 117 STREET CONSOLIDATED LOCATION,2,P.S. 155 William Paca |  Renaissance School of the Arts |  319 EAST 117 STREET CONSOLIDATED LOCATION,MANHATTAN,10035,40.797302,-73.936365
2015-16,M155,,319 EAST 117 STREET CONSOLIDATED LOCATION,,319 EAST 117 STREET,M,4,507,319 EAST 117 STREET CONSOLIDATED LOCATION,2,P.S. 155 William Paca |  Renaissance School of the Arts |  319 EAST 117 STREET CONSOLIDATED LOCATION,MANHATTAN,10035,40.797302,-73.936365
2015-16,M158,02M158,P.S. 158 Bayard Taylor,M158,1458 YORK AVENUE,M,2,763,1458 YORK AVENUE  CONSOLIDATED LOCATION ,2,P.S. 158 Bayard Taylor | Yorkville East Middle School | 1458 YORK AVENUE  CONSOLIDATED LOCATION ,MANHATTAN,10075,40.770419,-73.951135
2015-16,M158,02M177,Yorkville East Middle School,M177,1458 YORK AVENUE,M,2,142,1458 YORK AVENUE  CONSOLIDATED LOCATION ,2,P.S. 158 Bayard Taylor | Yorkville East Middle School | 1458 YORK AVENUE  CONSOLIDATED LOCATION ,MANHATTAN,10075,40.770419,-73.951135
2015-16,M158,,1458 YORK AVENUE  CONSOLIDATED LOCATION ,,1458 YORK AVENUE,M,2,905,1458 YORK AVENUE  CONSOLIDATED LOCATION ,2,P.S. 158 Bayard Taylor | Yorkville East Middle School | 1458 YORK AVENUE  CONSOLIDATED LOCATION ,MANHATTAN,10075,40.770419,-73.951135
2015-16,M161,05M161,P.S. 161 Pedro Albizu Campos,M161,499 WEST 133 STREET,M,5,888,,1,P.S. 161 Pedro Albizu Campos,MANHATTAN,10027,40.81755,-73.953041
2015-16,M163,03M163,P.S. 163 Alfred E. Smith,M163,163 WEST  97 STREET,M,3,587,,1,P.S. 163 Alfred E. Smith,MANHATTAN,10025,40.794264,-73.968706
2015-16,M164,06M326,M.S. 326 - Writers Today & Leaders Tomorrow,M326,401 WEST 164 STREET,M,6,169,401 WEST 164 STREET CONSOLIDATED LOCATION,2,M.S. 326 - Writers Today & Leaders Tomorrow |  M.S. 328 - Manhattan Middle School for Scientific |  401 WEST 164 STREET CONSOLIDATED LOCATION,MANHATTAN,10032,40.836536,-73.937159
2015-16,M164,06M328,M.S. 328 - Manhattan Middle School for Scientific,M328,401 WEST 164 STREET,M,6,148,401 WEST 164 STREET CONSOLIDATED LOCATION,2,M.S. 326 - Writers Today & Leaders Tomorrow |  M.S. 328 - Manhattan Middle School for Scientific |  401 WEST 164 STREET CONSOLIDATED LOCATION,MANHATTAN,10032,40.836536,-73.937159
2015-16,M164,,401 WEST 164 STREET CONSOLIDATED LOCATION,,401 WEST 164 STREET,M,6,317,401 WEST 164 STREET CONSOLIDATED LOCATION,2,M.S. 326 - Writers Today & Leaders Tomorrow |  M.S. 328 - Manhattan Middle School for Scientific |  401 WEST 164 STREET CONSOLIDATED LOCATION,MANHATTAN,10032,40.836536,-73.937159
2015-16,M165,03M165,P.S. 165 Robert E. Simon,M165,234 WEST 109 STREET,M,3,775,234 WEST 109 STREET CONSOLIDATED LOCATION,2,P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION,MANHATTAN,10025,40.802917,-73.965613
2015-16,M165,03M862,Mott Hall II,M862,234 WEST 109 STREET,M,3,345,234 WEST 109 STREET CONSOLIDATED LOCATION,2,P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION,MANHATTAN,10025,40.802917,-73.965613
2015-16,M165,,234 WEST 109 STREET CONSOLIDATED LOCATION,,234 WEST 109 STREET,M,3,1120,234 WEST 109 STREET CONSOLIDATED LOCATION,2,P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION,MANHATTAN,10025,40.802917,-73.965613
2015-16,M166,03M166,P.S. 166 The Richard Rodgers School of The Arts an,M166,132 WEST  89 STREET,M,3,614,,1,P.S. 166 The Richard Rodgers School of The Arts an,MANHATTAN,10024,40.788865,-73.971847
2015-16,M167,02M167,J.H.S. 167 Robert F. Wagner,M167,220 EAST  76 STREET,M,2,1343,,1,J.H.S. 167 Robert F. Wagner,MANHATTAN,10021,40.77205,-73.958066
2015-16,M169,75M169,P.S. M169 - Robert F. Kennedy,M169,110 EAST  88 STREET,M,2,342,,1,P.S. M169 - Robert F. Kennedy,MANHATTAN,10128,40.781227,-73.955673
2015-16,M171,04M171,P.S. 171 Patrick Henry,M171,19 EAST 103 STREET,M,4,734,19 EAST 103 STREET CONSOLIDATED LOCATION,2,P.S. 171 Patrick Henry |  Central Park East II |  19 EAST 103 STREET CONSOLIDATED LOCATION,MANHATTAN,10029,40.792122,-73.951961
2015-16,M171,04M964,Central Park East II,M964,19 EAST 103 STREET,M,4,346,19 EAST 103 STREET CONSOLIDATED LOCATION,2,P.S. 171 Patrick Henry |  Central Park East II |  19 EAST 103 STREET CONSOLIDATED LOCATION,MANHATTAN,10029,40.792122,-73.951961
2015-16,M171,,19 EAST 103 STREET CONSOLIDATED LOCATION,,19 EAST 103 STREET,M,4,1080,19 EAST 103 STREET CONSOLIDATED LOCATION,2,P.S. 171 Patrick Henry |  Central Park East II |  19 EAST 103 STREET CONSOLIDATED LOCATION,MANHATTAN,10029,40.792122,-73.951961
2015-16,M173,06M173,P.S. 173,M173,306 FORT WASHINGTON AVENUE,M,6,593,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,2,P.S. 173 |  Harbor Heights |  306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10033,40.845469,-73.940468
2015-16,M173,06M349,Harbor Heights,M349,306 FORT WASHINGTON AVENUE,M,6,137,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,2,P.S. 173 |  Harbor Heights |  306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10033,40.845469,-73.940468
2015-16,M173,,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,,306 FORT WASHINGTON AVENUE,M,6,730,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,2,P.S. 173 |  Harbor Heights |  306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10033,40.845469,-73.940468
2015-16,M175,05M175,P.S. 175 Henry H Garnet,M175,175 WEST 134 STREET,M,5,362,,1,P.S. 175 Henry H Garnet,MANHATTAN,10030,40.814422,-73.943664
2015-16,M176,06M311,Amistad Dual Language School,M311,4862 BROADWAY,M,6,431,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10034,40.866706,-73.923948
2015-16,M176,06M314,Muscota,M314,4862 BROADWAY,M,6,270,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10034,40.866706,-73.923948
2015-16,M176,,4862 BROADWAY CONSOLIDATED LOCATION,,4862 BROADWAY,M,6,701,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10034,40.866706,-73.923948
2015-16,M178,06M178,Professor Juan Bosch Public School,M178,12-18 ELLWOOD STREET,M,6,304,,1,Professor Juan Bosch Public School,MANHATTAN,10040,40.859243,-73.927792
2015-16,M180,03M180,P.S. 180 Hugo Newman,M180,370 WEST 120 STREET,M,3,595,,1,P.S. 180 Hugo Newman,MANHATTAN,10027,40.807843,-73.955569
2015-16,M183,02M183,P.S. 183 Robert L. Stevenson,M183,419 EAST  66 STREET,M,2,555,,1,P.S. 183 Robert L. Stevenson,MANHATTAN,10065,40.763736,-73.95815
2015-16,M185,03M185,P.S. 185 - The Early Childhood Discovery and Desig,M185,20 WEST 112 STREET,M,3,241,,2,P.S. 185 - The Early Childhood Discovery and Desig l Harlem Link Charter School,MANHATTAN,10026,40.798511,-73.949251
2015-16,M187,06M187,P.S./I.S. 187 Hudson Cliffs,M187,349 CABRINI BOULEVARD,M,6,802,,1,P.S./I.S. 187 Hudson Cliffs,MANHATTAN,10040,40.856693,-73.937093
2015-16,M188,01M188,P.S. 188 The Island School,M188,442 EAST HOUSTON STREET,M,1,489,,2,P.S. 188 The Island School l Girls Prep Charter School,MANHATTAN,10002,40.719598,-73.977904
2015-16,M189,06M189,P.S. 189,M189,2580 AMSTERDAM AVENUE,M,6,1025,,1,P.S. 189,MANHATTAN,10040,40.852631,-73.927604
2015-16,M190,02M290,P.S. 290 Manhattan New School,M290,311 EAST  82 STREET,M,2,627,,1,P.S. 290 Manhattan New School,MANHATTAN,10028,40.775078,-73.953096
2015-16,M191,03M191,P.S. 191 Amsterdam,M191,210 WEST  61 STREET,M,3,453,,1,P.S. 191 Amsterdam,MANHATTAN,10023,40.771925,-73.987328
2015-16,M192,06M192,P.S. 192 Jacob H. Schiff,M192,500 WEST 138 STREET,M,6,307,500 WEST 138 STREET CONSOLIDATED LOCATION,3,P.S. 192 Jacob H. Schiff| Hamilton Grange Middle School| P.S. 325| 500 WEST 138 STREET CONSOLIDATED LOCATION,MANHATTAN,10031,40.820953,-73.951145
2015-16,M192,06M209,Hamilton Grange Middle School,M209,500 WEST 138 STREET,M,6,165,500 WEST 138 STREET CONSOLIDATED LOCATION,3,P.S. 192 Jacob H. Schiff| Hamilton Grange Middle School| P.S. 325| 500 WEST 138 STREET CONSOLIDATED LOCATION,MANHATTAN,10031,40.820953,-73.951145
2015-16,M192,06M325,P.S. 325,M325,500 WEST 138 STREET,M,6,243,500 WEST 138 STREET CONSOLIDATED LOCATION,3,P.S. 192 Jacob H. Schiff| Hamilton Grange Middle School| P.S. 325| 500 WEST 138 STREET CONSOLIDATED LOCATION,MANHATTAN,10031,40.820953,-73.951145
2015-16,M192,,500 WEST 138 STREET CONSOLIDATED LOCATION,,500 WEST 138 STREET,M,6,715,500 WEST 138 STREET CONSOLIDATED LOCATION,3,P.S. 192 Jacob H. Schiff| Hamilton Grange Middle School| P.S. 325| 500 WEST 138 STREET CONSOLIDATED LOCATION,MANHATTAN,10031,40.820953,-73.951145
2015-16,M194,05M194,P.S. 194 Countee Cullen,M194,244 WEST 144 STREET,M,5,203,244 WEST 144 STREET CONSOLIDATED LOCATION,2,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,MANHATTAN,10030,40.821535,-73.940941
2015-16,M276,75M094,P.S. M094,M094,55 BATTERY PLACE,M,2,383,55 BATTERY PLACE CONSOLIDATED LOCATION,2,P.S. M094 |  BATTERY PARK CITY SCHOOL |  55 BATTERY PLACE CONSOLIDATED LOCATION,MANHATTAN,10280,40.70644,-74.017818
2015-16,M194,84M709,HARLEM VILLAGE ACADEMY CHARTER SCHOOL,M709,244 WEST 144 STREET,M,5,897,244 WEST 144 STREET CONSOLIDATED LOCATION,2,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,MANHATTAN,10030,40.821535,-73.940941
2015-16,M223,06M223,The Mott Hall School,M223,71-111 CONVENT AVE,M,6,274,,1,The Mott Hall School,MANHATTAN,10027,40.815458,-73.952908
2015-16,M194,,244 WEST 144 STREET CONSOLIDATED LOCATION,,244 WEST 144 STREET,M,5,1100,244 WEST 144 STREET CONSOLIDATED LOCATION,2,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,MANHATTAN,10030,40.821535,-73.940941
2015-16,M195,05M514,New Design Middle School,M514,625 WEST 133 STREET,M,5,214,,2,New Design Middle School l KIPP Infinity School,MANHATTAN,10027,40.819572,-73.957823
2015-16,M197,05M197,P.S. 197 John B. Russwurm,M197,2230 5 AVENUE,M,5,318,,1,P.S. 197 John B. Russwurm,MANHATTAN,10037,40.813184,-73.937322
2015-16,M263,06M366,Washington Heights Academy,M366,202 SHERMAN AVE,M,6,511,,1,Washington Heights Academy,MANHATTAN,10034,40.8654,-73.921101
2015-16,M198,02M077,P.S. 77 Lower Lab School,M077,1700 3 AVENUE,M,2,345,1700 3 AVENUE CONSOLIDATED LOCATION,2,P.S. 77 Lower Lab School |  P.S. 198 Isador E. Ida Straus |  1700 3 AVENUE CONSOLIDATED LOCATION,MANHATTAN,10128,40.784826,-73.949611
2015-16,M198,02M198,P.S. 198 Isador E. Ida Straus,M198,1700 3 AVENUE,M,2,498,1700 3 AVENUE CONSOLIDATED LOCATION,2,P.S. 77 Lower Lab School |  P.S. 198 Isador E. Ida Straus |  1700 3 AVENUE CONSOLIDATED LOCATION,MANHATTAN,10128,40.784826,-73.949611
2015-16,M198,,1700 3 AVENUE CONSOLIDATED LOCATION,,1700 3 AVENUE,M,2,843,1700 3 AVENUE CONSOLIDATED LOCATION,2,P.S. 77 Lower Lab School |  P.S. 198 Isador E. Ida Straus |  1700 3 AVENUE CONSOLIDATED LOCATION,MANHATTAN,10128,40.784826,-73.949611
2015-16,M199,03M199,P.S. 199 Jessie Isador Straus,M199,270 WEST  70 STREET,M,3,903,,1,P.S. 199 Jessie Isador Straus,MANHATTAN,10023,40.778059,-73.984449
2015-16,M200,05M200,P.S. 200- The James Mccune Smith School,M200,2589 7 AVENUE,M,5,482,,1,P.S. 200- The James Mccune Smith School,MANHATTAN,10039,40.824495,-73.936997
2015-16,M206,04M037,River East Elementary,M037,508 EAST 120 STREET,M,4,203,508 EAST 120 STREET CONSOLIDATED LOCATION,2,River East Elementary |  P.S. 206 Jose Celso Barbosa |  508 EAST 120 STREET CONSOLIDATED LOCATION,MANHATTAN,10035,40.797467,-73.930868
2015-16,M206,04M206,P.S. 206 Jose Celso Barbosa,M206,508 EAST 120 STREET,M,4,484,508 EAST 120 STREET CONSOLIDATED LOCATION,2,River East Elementary |  P.S. 206 Jose Celso Barbosa |  508 EAST 120 STREET CONSOLIDATED LOCATION,MANHATTAN,10035,40.797467,-73.930868
2015-16,M206,,508 EAST 120 STREET CONSOLIDATED LOCATION,,508 EAST 120 STREET,M,4,687,508 EAST 120 STREET CONSOLIDATED LOCATION,2,River East Elementary |  P.S. 206 Jose Celso Barbosa |  508 EAST 120 STREET CONSOLIDATED LOCATION,MANHATTAN,10035,40.797467,-73.930868
2015-16,M207,03M149,P.S. 149 Sojourner Truth,M149,41 WEST 117 STREET,M,3,285,,1,P.S. 149 Sojourner Truth,MANHATTAN,10026,40.802136,-73.947828
2015-16,M208,03M208,P.S. 208 Alain L. Locke,M208,21 WEST 111 STREET,M,3,141,,1,P.S. 208 Alain L. Locke,MANHATTAN,10026,40.797874,-73.949699
2015-16,M218,06M218,I.S. 218 Salome Urena,M218,4600 BROADWAY,M,6,229,4600 BROADWAY CONSOLIDATED LOCATION,3,I.S. 218 Salome Urena |  City College Academy of the Arts |  Middle School 322 |  4600 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10040,40.86079,-73.930672
2015-16,M218,06M293,City College Academy of the Arts,M293,4600 BROADWAY,M,6,609,4600 BROADWAY CONSOLIDATED LOCATION,3,I.S. 218 Salome Urena |  City College Academy of the Arts |  Middle School 322 |  4600 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10040,40.86079,-73.930672
2015-16,M218,06M322,Middle School 322,M322,4600 BROADWAY,M,6,319,4600 BROADWAY CONSOLIDATED LOCATION,3,I.S. 218 Salome Urena |  City College Academy of the Arts |  Middle School 322 |  4600 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10040,40.86079,-73.930672
2015-16,M218,,4600 BROADWAY CONSOLIDATED LOCATION,,4600 BROADWAY,M,6,1157,4600 BROADWAY CONSOLIDATED LOCATION,3,I.S. 218 Salome Urena |  City College Academy of the Arts |  Middle School 322 |  4600 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10040,40.86079,-73.930672
2015-16,M234,02M234,P.S. 234 Independence School,M234,292 GREENWICH STREET,M,2,704,,1,P.S. 234 Independence School,MANHATTAN,10007,40.71602,-74.011035
2015-16,M267,02M267,"East Side Elementary School, PS 267",M267,213 EAST 63RD STREET,M,2,365,,1,"East Side Elementary School, PS 267",MANHATTAN,10065,40.763842,-73.964222
2015-16,M271,02M217,P.S./I.S. 217 Roosevelt Island,M217,645 MAIN STREET,M,2,587,,1,P.S./I.S. 217 Roosevelt Island,MANHATTAN,10044,40.763894,-73.947916
2015-16,M276,02M276,BATTERY PARK CITY SCHOOL,M276,55 BATTERY PLACE,M,2,872,55 BATTERY PLACE CONSOLIDATED LOCATION,2,P.S. M094 |  BATTERY PARK CITY SCHOOL |  55 BATTERY PLACE CONSOLIDATED LOCATION,MANHATTAN,10280,40.70644,-74.017818
2015-16,M276,,55 BATTERY PLACE CONSOLIDATED LOCATION,,55 BATTERY PLACE,M,2,1255,55 BATTERY PLACE CONSOLIDATED LOCATION,2,P.S. M094 |  BATTERY PARK CITY SCHOOL |  55 BATTERY PLACE CONSOLIDATED LOCATION,MANHATTAN,10280,40.70644,-74.017818
2015-16,M281,02M281,The River School,M281,425 EAST 35TH STREET,M,2,152,,1,The River School,MANHATTAN,10016,40.74428,-73.972591
2015-16,M282,02M316,"Urban Assembly School of Business for Young Women,",M316,26 BROADWAY,M,2,359,26 BROADWAY CONSOLIDATED LOCATION,3,Richard R. Green High School of Teaching |  Lower Manhattan Community Middle School |  26 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10004,40.70568,-74.013302
2015-16,M282,02M580,Richard R. Green High School of Teaching,M580,26 BROADWAY,M,2,532,26 BROADWAY CONSOLIDATED LOCATION,3,Richard R. Green High School of Teaching |  Lower Manhattan Community Middle School |  26 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10004,40.70568,-74.013302
